Total_Samples,Mean_Actual_Wind,Mean_Forecast_Wind,Std_Actual_Wind,Std_Forecast_Wind,MAE,MSE,RMSE,R2,MAPE
526026,983.5311620472909,984.09424,504.54802992715736,504.24402,3.06637545006353,355.27959550656476,18.848861915419846,0.9986043862608975,inf
