timestep,portfolio_value,portfolio_value_usd,cash,cash_usd,capacity_value,capacity_value_usd,wind_capacity,solar_capacity,hydro_capacity,battery_soc,battery_action,battery_revenue,operational_revenue,cash_return,noise_return,step_return,investments,total_investment_cost,price,wind_gen,solar_gen,hydro_gen,num_investments
10,5517252715.075599,800001643.6859617,1103455372.1827135,160001028.96649346,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,98.14342953090576,419.8839240101939,-320680.4315597849,9.389227368723332e-08,[],0.0,13.323333666666668,1500.0,0.0,555.972,0
11,5517253227.971304,800001718.0558391,1103455885.0784183,160001103.33637065,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,93.01158535628818,419.8841191759129,1238431.4651419404,9.296215557094627e-08,[],0.0,12.626666833333331,1500.0,0.0,534.227,0
12,5517253735.735357,800001791.6816268,1103456392.8424718,160001176.9621584,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,87.87974118167062,419.8843123889496,1009058.4702207224,9.203203702350845e-08,[],0.0,11.93,1500.0,0.0,572.839,0
13,5517254243.781979,800001865.3483869,1103456900.889093,160001250.62891847,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,88.16211531511271,419.88450570950806,-321677.59522820567,9.208324388490677e-08,[],0.0,11.968333333333334,1500.0,0.0,654.103,0
14,5517254752.111167,800001939.0561192,1103457409.2182815,160001324.33665082,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,88.4444894485548,419.8846991375884,107213.80321464193,9.213445055930797e-08,[],0.0,12.006666666666666,1500.0,0.0,616.083,0
15,5517255260.722923,800002012.8048239,1103457917.8300378,160001398.08535546,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,88.7268635819969,419.8848926731907,143256.979263588,9.218565739241037e-08,[],0.0,12.045,1500.0,0.0,515.583,0
16,5517255769.617247,800002086.5945007,1103458426.724362,160001471.87503245,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,89.00923771543897,419.8850863163149,67130.73246180764,9.223686403849998e-08,[],0.0,12.083333333333334,1500.0,0.0,573.725,0
17,5517256278.794139,800002160.42515,1103458935.901254,160001545.7056818,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,89.29161184888103,419.8852800669611,-414489.6135350324,9.228807101612804e-08,[],0.0,12.121666666666666,1500.0,0.0,599.255,0
18,5517256788.253599,800002234.2967718,1103459445.360714,160001619.5773035,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,89.57398598232314,419.88547392512936,114697.13550996954,9.233927780672755e-08,[],0.0,12.16,1500.0,0.0,624.959,0
19,5517257292.765565,800002307.4510069,1103459949.87268,160001692.7315386,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,84.62630007896837,419.8856659006903,-995218.0956490515,9.144253840527572e-08,[],0.0,11.488333333333332,1500.0,0.0,555.397,0
20,5517257792.330035,800002379.887855,1103460449.43715,160001765.16838673,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,79.67861417561363,419.8858559936431,-369112.8086989412,9.054579907777464e-08,[],0.0,10.816666666666666,1500.0,0.0,526.245,0
21,5517258286.947008,800002451.6073161,1103460944.0541224,160001836.88784775,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,74.7309282722589,419.8860442039871,604465.7372827289,8.964905964895894e-08,[],0.0,10.145,1500.0,0.0,585.48,0
22,5517258776.616481,800002522.6093897,1103461433.7235954,160001907.8899213,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5,idle,0.0,69.78324236890417,419.8862305317218,993692.6979445991,8.875231994356333e-08,[],0.0,9.473333333333334,1500.0,0.0,616.93,0
23,5517259224.664827,800002587.5763999,1103461881.7719417,160001972.85693154,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5354166666666667,charge,-36.67361111111111,64.83555646554942,419.88640102189527,-610860.2530115956,8.120850673497696e-08,[],0.0,8.801666666666668,1500.0,0.0,600.401,0
24,5517259670.564268,800002652.2318188,1103462327.671383,160002037.5123505,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5708333333333333,charge,-33.875,59.88787056219467,419.886570694373,-555072.2683817778,8.081901223201438e-08,[],0.0,8.13,1500.0,0.0,544.606,0
25,5517260114.0001745,800002716.5300252,1103462771.1072893,160002101.81055695,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.60625,charge,-30.666666666666664,54.2158336208798,419.88673942943296,-312265.5293545859,8.037249157875247e-08,[],0.0,7.36,1500.0,0.0,676.751,0
26,5517260554.972546,800002780.471019,1103463212.0796602,160002165.7515507,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6416666666666666,charge,-27.458333333333332,48.54379667956493,419.8869072270749,399729.3891215123,7.992597086050046e-08,[],0.0,6.590000000000001,1500.0,0.0,584.261,0
27,5517260993.481379,800002844.0547998,1103463650.5884938,160002229.3353316,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6770833333333333,charge,-24.249999999999996,42.871759738250056,419.88707408729823,-232582.07217580845,7.94794497309545e-08,[],0.0,5.82,1500.0,0.0,599.068,0
28,5517261429.526675,800002907.2813679,1103464086.6337898,160002292.5618995,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7124999999999999,charge,-21.041666666666668,37.19972279693519,419.8872400101027,576362.8464507096,7.903292905378087e-08,[],0.0,5.050000000000001,1500.0,0.0,556.465,0
29,5517261863.108433,800002970.1507227,1103464520.2155473,160002355.43125436,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7479166666666666,charge,-17.833333333333332,31.527685855620312,419.887404995488,-263640.9320098639,7.85864079641171e-08,[],0.0,4.28,1500.0,0.0,645.069,0
30,5517262294.22665,800003032.6628642,1103464951.3337653,160002417.94339594,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7833333333333332,charge,-14.624999999999996,25.855648914305444,419.8875690434537,-6970.513963247963,7.813988680707084e-08,[],0.0,3.51,1500.0,0.0,618.517,0
31,5517262723.473257,800003094.9036223,1103465380.5803716,160002480.18415388,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8187499999999999,charge,-12.187499999999998,21.54637409525454,419.8877323792387,-1243601.869988281,7.780065255841698e-08,[],0.0,2.925,1500.0,0.0,605.838,0
32,5517263150.848251,800003156.8729963,1103465807.955366,160002542.15352803,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8541666666666665,charge,-9.749999999999998,17.23709927620363,419.88789500284275,-182449.31327995655,7.746141804335008e-08,[],0.0,2.34,1500.0,0.0,532.703,0
33,5517263576.351633,800003218.5709867,1103466233.4587474,160002603.85151836,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8895833333333332,charge,-7.312499999999998,12.927824457152722,419.88805691426575,318460.9891430428,7.712218360723052e-08,[],0.0,1.755,1500.0,0.0,645.168,0
34,5517263999.9834,800003279.997593,1103466657.0905151,160002665.2781247,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9249999999999998,charge,-4.874999999999999,8.618549638101815,419.8882181135072,-164186.2167394482,7.678294890400752e-08,[],0.0,1.17,1500.0,0.0,628.493,0
35,5517264421.743554,800003341.1528153,1103467078.8506687,160002726.43334696,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,charge,-2.4374999999999996,4.309274819050907,419.88837860056697,82011.85538960456,7.644371445189422e-08,[],0.0,0.585,1500.0,0.0,641.575,0
36,5517264841.632092,800003402.0366534,1103467498.739207,160002787.317185,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,0.0,419.8885383754447,144306.41802960084,7.610447973198707e-08,[],0.0,0.0,1500.0,13.0708,592.861,0
37,5517265268.48193,800003463.9298798,1103467925.589044,160002849.21041137,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,6.961136246159158,419.8887007992174,-73915.56903222777,7.736620400787083e-08,[],0.0,0.945,1500.0,14.3144,587.447,0
38,5517265702.293068,800003526.8324947,1103468359.4001825,160002912.11302644,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,13.922272492318315,419.888865871886,-304032.473755455,7.862792833820711e-08,[],0.0,1.89,1500.0,16.2336,582.266,0
39,5517266143.06551,800003590.7444988,1103468800.1726248,160002976.02503058,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,20.88340873847747,419.88903359345176,-1258242.6758163874,7.988965289107271e-08,[],0.0,2.835,1500.0,19.7491,705.501,0
40,5517266590.799259,800003655.6658925,1103469247.9063737,160003040.9464242,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,27.84454498463663,419.8892039639154,-670850.3459038031,8.115137783454436e-08,[],0.0,3.78,1500.0,22.3407,564.61,0
41,5517267045.494317,800003721.5966759,1103469702.6014318,160003106.8772076,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,34.805681230795784,419.8893769832781,-662587.7977233954,8.2413102645288e-08,[],0.0,4.725,1500.0,24.8401,532.601,0
42,5517267507.150687,800003788.5368496,1103470164.257802,160003173.8173813,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,41.76681747695494,419.88955265154084,771566.3491483306,8.367482783708577e-08,[],0.0,5.67,1500.0,26.1664,573.431,0
43,5517267969.07733,800003855.5162127,1103470626.184445,160003240.7967445,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,42.03691447416041,419.8897284226471,-482217.2290344627,8.372380744983363e-08,[],0.0,5.706666666666667,1500.0,30.5519,565.618,0
44,5517268431.274246,800003922.5347656,1103471088.3813605,160003307.81529728,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,42.30701147136589,419.88990429659674,331337.8524366347,8.377278739598629e-08,[],0.0,5.743333333333333,1500.0,33.7906,655.447,0
45,5517268893.741434,800003989.5925078,1103471550.8485491,160003374.8730396,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,42.57710846857136,419.89008027338997,429571.67502658593,8.382176681127334e-08,[],0.0,5.779999999999999,1500.0,37.6614,524.836,0
46,5517269356.478896,800004056.6894399,1103472013.586011,160003441.96997157,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,42.847205465776824,419.8902563530268,-122832.57381936263,8.38707467328034e-08,[],0.0,5.816666666666666,1500.0,42.9793,564.752,0
47,5517269819.486631,800004123.8255615,1103472476.593746,160003509.10609314,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,43.117302462982295,419.89043253550733,146204.25964895188,8.391972646915872e-08,[],0.0,5.8533333333333335,1500.0,45.8975,602.524,0
48,5517270282.764639,800004191.0008726,1103472939.8717542,160003576.28140435,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,43.38739946018777,419.8906088208316,-584380.7320910548,8.396870602033219e-08,[],0.0,5.89,1500.0,51.5633,656.593,0
49,5517270756.122356,800004259.6377416,1103473413.2294714,160003644.91827336,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,53.466928310446434,419.89078894166,-591357.911427711,8.579563683743334e-08,[],0.0,7.258333333333333,1500.0,54.8088,629.015,0
50,5517271239.559787,800004329.736169,1103473896.6669014,160003715.01670069,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,63.54645716070512,419.8909728979941,-329771.00650259625,8.762256770620117e-08,[],0.0,8.626666666666667,1500.0,60.5091,674.49,0
51,5517271733.076933,800004401.2961552,1103474390.1840482,160003786.57668698,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,73.62598601096379,419.8911606898354,18193.928375363455,8.944949861662257e-08,[],0.0,9.995,1500.0,66.98,611.01,0
52,5517272236.6738,800004474.317701,1103474893.7809155,160003859.59823275,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9604166666666665,idle,0.0,83.70551486122245,419.89135231718535,132727.0998366064,9.127643007724198e-08,[],0.0,11.363333333333332,1500.0,65.3305,583.72,0
53,5517272803.399023,800004556.4928583,1103475460.5061383,160003941.77339005,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9187499999999998,discharge,53.0486111111111,93.78504371148114,419.89156796597047,-162503.0383856568,1.0271837210071172e-07,[],0.0,12.731666666666666,1500.0,75.0158,636.86,0
54,5517273385.905386,800004640.956281,1103476043.0125005,160004026.23681256,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8770833333333332,discharge,58.74999999999999,103.8645725617398,419.89178961975296,375634.6905366819,1.0557867694274147e-07,[],0.0,14.1,1500.0,80.2887,525.904,0
55,5517273971.698861,800004725.8963348,1103476628.805976,160004111.1768665,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8354166666666666,discharge,59.93749999999999,105.96396285820052,419.8920125243392,-332552.1809267198,1.0617445143239592e-07,[],0.0,14.385,1500.0,85.5836,508.949,0
56,5517274560.779451,800004811.3130203,1103477217.8865657,160004196.59355202,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.79375,discharge,61.12499999999999,108.0633531546612,419.8922366797294,362769.4061636386,1.0677022625119341e-07,[],0.0,14.67,1500.0,93.4616,643.437,0
57,5517275153.147157,800004897.2063377,1103477810.2542713,160004282.48686934,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7520833333333333,discharge,62.31249999999999,110.16274345112193,419.89246208592436,-1017608.2466667078,1.0736600087951164e-07,[],0.0,14.955,1500.0,108.837,605.333,0
58,5517275748.801979,800004983.5762869,1103478405.9090939,160004368.8568186,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7104166666666667,discharge,63.49999999999999,112.26213374758261,419.8926887429243,-631806.2505135193,1.0796177566199063e-07,[],0.0,15.24,1500.0,103.211,643.185,0
59,5517276347.743919,800005070.4228683,1103479004.8510346,160004455.70340002,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6687500000000001,discharge,64.68749999999999,114.3615240440433,419.89291665072983,-292607.49936051405,1.0855755042471303e-07,[],0.0,15.525,1500.0,120.121,552.547,0
60,5517276949.9729805,800005157.7460821,1103479607.0800948,160004543.02661374,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6270833333333334,discharge,65.87499999999999,116.460914340504,419.8931458093413,-143011.17806884824,1.0915332551231872e-07,[],0.0,15.81,1500.0,111.099,659.586,0
61,5517277572.557931,800005248.0208999,1103480229.665046,160004633.30143166,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5854166666666668,discharge,73.22916666666666,129.4624016150764,419.89338271372264,416958.0790379555,1.1284279475043055e-07,[],0.0,17.575,1500.0,125.894,629.045,0
62,5517278215.498781,800005341.2473233,1103480872.6058955,160004726.52785483,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5437500000000002,discharge,80.58333333333331,142.4638888896488,419.89362736387676,-825403.2031118211,1.1653226465453904e-07,[],0.0,19.34,1500.0,135.824,594.152,0
63,5517278878.795536,800005437.4253527,1103481535.9026513,160004822.70588443,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5020833333333335,discharge,87.93749999999999,155.4653761642212,419.89387975980657,175807.03371768977,1.2022173414669315e-07,[],0.0,21.105,1500.0,145.472,606.256,0
64,5517279562.448207,800005536.5549899,1103482219.5553215,160004921.8355216,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4604166666666669,discharge,95.29166666666666,168.4668634387936,419.894139901515,-1162879.9283530244,1.2391120439602232e-07,[],0.0,22.87,1500.0,153.054,613.416,0
65,5517280266.456799,800005638.6362357,1103482923.563913,160005023.9167674,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4187500000000003,discharge,102.64583333333333,181.468350713366,419.8944077890051,231649.429018074,1.2760067415172336e-07,[],0.0,24.635,1500.0,160.199,553.413,0
66,5517280990.82132,800005743.6690912,1103483647.9284344,160005128.94962296,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.37708333333333366,discharge,109.99999999999997,194.4698379879384,419.8946834222797,71442.1235586475,1.3129014406436865e-07,[],0.0,26.4,1500.0,157.355,577.18,0
67,5517281717.473486,800005849.0336554,1103484374.5806003,160005234.31418702,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.33541666666666703,discharge,110.82638888888887,195.93081720009522,419.89495992604276,143199.70724147177,1.3170475956824621e-07,[],0.0,26.598333333333333,1500.0,162.098,613.167,0
68,5517282446.413297,800005954.729928,1103485103.5204115,160005340.01045966,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.2937500000000004,discharge,111.65277777777776,197.39179641225212,419.89523730029464,274547.35462786985,1.3211937473562075e-07,[],0.0,26.796666666666667,1500.0,178.752,575.535,0
69,5517283177.640755,800006060.7579094,1103485834.7478693,160005446.03844103,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.25208333333333377,discharge,112.47916666666666,198.852775624409,419.89551554503566,525770.5678416394,1.3253399025738536e-07,[],0.0,26.995,1500.0,174.811,523.502,0
70,5517283911.155859,800006167.1175995,1103486568.2629743,160005552.39813125,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.2104166666666671,discharge,113.30555555555553,200.3137548365658,419.89579466026623,529100.1634538659,1.3294860544161548e-07,[],0.0,27.19333333333333,1500.0,169.634,611.898,0
71,5517284646.958612,800006273.8089987,1103487304.0657272,160005659.08953044,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.16875000000000046,discharge,114.13194444444443,201.77473404872268,419.8960746459866,-724129.6405976345,1.333632209792041e-07,[],0.0,27.391666666666666,1500.0,174.927,639.136,0
72,5517285385.049014,800006380.832107,1103488042.1561291,160005766.1126387,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.1270833333333338,discharge,114.95833333333331,203.23571326087955,419.896355502197,-345133.90787844243,1.3377783617822678e-07,[],0.0,27.59,1500.0,180.494,650.941,0
73,5517286123.870116,800006487.9611667,1103488780.9772308,160005873.24169844,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.08541666666666714,discharge,115.22222152777775,203.70224321015718,419.8966366364513,141815.93348735175,1.3391025668971634e-07,[],0.0,27.653333166666663,1500.0,197.214,624.311,0
74,5517286863.421917,800006595.196178,1103489520.5290318,160005980.4767096,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,discharge,115.4861097222222,204.16877315943483,419.8969180487495,-725109.5705420437,1.3404267680231953e-07,[],0.0,27.716666333333333,1500.0,196.512,638.791,0
75,5517287487.954376,800006685.7533845,1103490145.0614905,160006071.03391612,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,204.63530310871246,419.8971556941913,-336140.8087548979,1.1319557505691979e-07,[],0.0,27.7799995,1500.0,204.051,647.432,0
76,5517288112.953602,800006776.3782722,1103490770.060717,160006161.65880397,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,205.10183305799012,419.8973935172464,-681770.6651425605,1.1328016293894151e-07,[],0.0,27.84333266666667,1500.0,194.523,602.22,0
77,5517288738.419597,800006867.0708414,1103491395.5267115,160006252.35137317,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,205.56836300726775,419.89763151791476,-269996.3499822347,1.1336475131077858e-07,[],0.0,27.90666583333333,1500.0,201.275,492.472,0
78,5517289364.35236,800006957.8310921,1103492021.459474,160006343.11162373,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,206.0348929565454,419.89786969619655,-187617.1145848652,1.1344933948100134e-07,[],0.0,27.969999,1500.0,206.256,656.587,0
79,5517289990.825556,800007048.6697055,1103492647.9326704,160006433.95023718,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,206.57508817866997,419.89810808012265,-148066.76446775883,1.1354727922688914e-07,[],0.0,28.0433325,1500.0,196.603,554.113,0
80,5517290617.839186,800007139.5866818,1103493274.9463005,160006524.86721358,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,207.1152834007945,419.89834666969324,-346614.4348614961,1.1364521911227465e-07,[],0.0,28.116666,1500.0,203.309,542.416,0
81,5517291245.3932495,800007230.5820211,1103493902.5003648,160006615.86255288,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,207.6554786229191,419.89858546490836,79685.67270855833,1.137431589642771e-07,[],0.0,28.1899995,1500.0,190.713,543.97,0
82,5517291873.487748,800007321.6557235,1103494530.5948632,160006706.93625516,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,208.19567384504367,419.89882446576814,1199911.774605517,1.138410989557196e-07,[],0.0,28.263333,1500.0,191.58,723.55,0
83,5517292502.122681,800007412.8077886,1103495159.229796,160006798.0883204,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,208.7358690671682,419.8990636722726,-680442.47454147,1.1393903874086956e-07,[],0.0,28.3366665,1500.0,188.758,621.529,0
84,5517293131.298049,800007504.0382171,1103495788.4051635,160006889.3187487,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,209.27606428929278,419.8993030844217,139527.8034341422,1.1403697883825389e-07,[],0.0,28.41,1500.0,177.88,547.601,0
85,5517293774.764246,800007597.3408157,1103496431.871361,160006982.62134734,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,223.56664964099585,419.8995479344799,-37222.94340722363,1.16627154240483e-07,[],0.0,30.34999983333333,1500.0,189.949,565.692,0
86,5517294432.521279,800007692.7155855,1103497089.6283941,160007077.99611714,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,237.85723499269892,419.89979822244896,61029.07350931213,1.1921733012598e-07,[],0.0,32.28999966666667,1500.0,176.938,600.007,0
87,5517295104.569154,800007790.1625272,1103497761.6762683,160007175.4430589,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,252.14782034440194,419.90005394833116,42480.45776871648,1.2180750595606203e-07,[],0.0,34.2299995,1500.0,176.61,627.344,0
88,5517295790.907874,800007889.6816417,1103498448.0149891,160007274.9621734,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,266.43840569610506,419.9003151121286,64531.07806690703,1.2439768171060183e-07,[],0.0,36.16999933333334,1500.0,175.519,614.369,0
89,5517296491.537447,800007991.2729298,1103499148.6445618,160007376.55346143,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,280.7289910478081,419.9005817138433,-412507.37376312737,1.2698785771517576e-07,[],0.0,38.10999916666667,1500.0,169.639,554.154,0
90,5517297206.457877,800008094.9363922,1103499863.564992,160007480.21692383,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,295.01957639951115,419.9008537534772,-208759.77404845107,1.2957803360395287e-07,[],0.0,40.049999,1500.0,165.475,616.623,0
91,5517297984.64269,800008207.7731899,1103500641.7498047,160007593.05372167,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,358.28366310991504,419.90114986630704,-401597.6934306289,1.410445700903928e-07,[],0.0,48.63833283333333,1500.0,153.328,570.386,0
92,5517298826.091909,800008329.7833269,1103501483.1990244,160007715.06385854,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,421.54774982031887,419.9014700523419,-251634.38572609203,1.5251110635057862e-07,[],0.0,57.22666666666666,1500.0,144.67,653.472,0
93,5517299730.80556,800008460.9668062,1103502387.9126751,160007846.24733788,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,484.81183653072287,419.9018143115909,797689.8182466589,1.6397764181721324e-07,[],0.0,65.8150005,1500.0,140.766,604.122,0
94,5517300698.783667,800008601.3236316,1103503355.890781,160007986.60416323,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,548.0759232411268,419.9021826440633,-179337.78919209883,1.75444176268703e-07,[],0.0,74.40333433333333,1500.0,123.361,563.521,0
95,5517301730.026251,800008750.8538063,1103504387.1333659,160008136.13433805,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,611.3400099515306,419.9025750497682,-701734.2793034301,1.8691070879204778e-07,[],0.0,82.99166816666666,1500.0,118.774,636.116,0
96,5517302824.5333395,800008909.5573342,1103505481.640454,160008294.83786583,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,674.6040966619345,419.9029915287148,-353724.6081404086,1.9837723985706076e-07,[],0.0,91.580002,1500.0,113.284,621.011,0
97,5517303987.166705,800009078.1391722,1103506644.27382,160008463.41970387,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,742.7299317774641,419.9034339308926,1000862.2999200608,2.1072495068810014e-07,[],0.0,100.82833616666666,1500.0,108.861,578.286,0
98,5517305217.926374,800009256.5993242,1103507875.0334892,160008641.87985593,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,810.8557668929938,419.9039022563116,-212118.0923617812,2.2307265870552924e-07,[],0.0,110.07667033333333,1500.0,110.038,638.714,0
99,5517306516.812373,800009444.9377941,1103509173.9194877,160008830.2183257,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,878.9816020085235,419.90439650498143,-19558.31861604988,2.354203632790982e-07,[],0.0,119.3250045,1500.0,96.6824,633.846,0
100,5517307883.824727,800009643.1545854,1103510540.9318416,160009028.43511704,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,947.107437124053,419.904916676912,-523824.83074772416,2.477680639514092e-07,[],0.0,128.57333866666667,1500.0,92.9735,662.661,0
101,5517309318.963462,800009851.2497019,1103511976.0705767,160009236.5302336,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,1015.2332722395827,419.90546277211337,352868.81634097506,2.6011576026506483e-07,[],0.0,137.82167283333334,1500.0,94.1508,638.258,0
102,5517310822.228603,800010069.2231474,1103513479.3357186,160009454.5036792,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,1083.3591073551124,419.9060347905951,-1372254.0425149067,2.724634517626683e-07,[],0.0,147.070007,1500.0,80.7578,592.234,0
103,5517312348.022861,800010290.4633148,1103515005.1299753,160009675.74384642,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.04375000000000048,idle,0.0,1105.8876412998734,419.906615381796,-72625.10254513571,2.7654672834757723e-07,[],0.0,150.12833883333334,1500.0,79.0455,518.585,0
