timestamp,nav
2025-01-01 00:00:00,800001668.5123258
2025-01-01 00:10:00,800003350.0061021
2025-01-01 00:20:00,800005078.062697
2025-01-01 00:30:00,800006736.918444
2025-01-01 00:40:00,800008446.3420458
2025-01-01 00:50:00,800010141.0872438
2025-01-01 01:00:00,800011815.4254718
2025-01-01 01:10:00,799917447.4643198
2025-01-01 01:20:00,799823028.6250565
2025-01-01 01:30:00,799728523.9254258
2025-01-01 01:40:00,799633988.2557067
2025-01-01 01:50:00,799539395.6668541
2025-01-01 02:00:00,799444775.5267732
2025-01-01 02:10:00,799542074.5427806
2025-01-01 02:20:00,799639370.8508632
2025-01-01 02:30:00,799736634.8977877
2025-01-01 02:40:00,799833941.3533236
2025-01-01 02:50:00,799931274.9388582
2025-01-01 03:00:00,800028635.8207849
2025-01-01 03:10:00,799933913.2701993
2025-01-01 03:20:00,799839134.2941931
2025-01-01 03:30:00,799744335.5284278
2025-01-01 03:40:00,799649503.573329
2025-01-01 03:50:00,799554620.2734528
2025-01-01 04:00:00,799459674.0332837
2025-01-01 04:10:00,799364714.0637493
2025-01-01 04:20:00,799269674.5346509
2025-01-01 04:30:00,799174585.4590744
2025-01-01 04:40:00,799079434.6329435
2025-01-01 04:50:00,798984246.5945219
2025-01-01 05:00:00,798889000.2307605
2025-01-01 05:10:00,798793714.2253741
2025-01-01 05:20:00,798698383.6475066
2025-01-01 05:30:00,798603024.5839248
2025-01-01 05:40:00,798507626.0054897
2025-01-01 05:50:00,798412189.3709953
2025-01-01 06:00:00,798316714.0990653
2025-01-01 06:10:00,798412925.6456308
2025-01-01 06:20:00,798509227.9539757
2025-01-01 06:30:00,798605635.2267537
2025-01-01 06:40:00,798702117.7273628
2025-01-01 06:50:00,798798685.3598899
2025-01-01 07:00:00,798895351.8458304
2025-01-01 07:10:00,798992032.3991203
2025-01-01 07:20:00,799088748.6579576
2025-01-01 07:30:00,799185451.249023
2025-01-01 07:40:00,799282178.9228624
2025-01-01 07:50:00,799378930.7466428
2025-01-01 08:00:00,799475711.2638019
2025-01-01 08:10:00,799572617.5645454
2025-01-01 08:20:00,799669672.6266689
2025-01-01 08:30:00,799766839.7343398
2025-01-01 08:40:00,799864125.1414505
2025-01-01 08:50:00,799961571.7963297
2025-01-01 09:00:00,800059093.4377834
2025-01-01 09:10:00,800156644.650696
2025-01-01 09:20:00,800254313.7054001
2025-01-01 09:30:00,800352007.4226884
2025-01-01 09:40:00,800449757.4258627
2025-01-01 09:50:00,800547500.7858492
2025-01-01 10:00:00,800645341.3234856
2025-01-01 10:10:00,800743344.2858105
2025-01-01 10:20:00,800841500.481576
2025-01-01 10:30:00,800939845.194612
2025-01-01 10:40:00,801038375.1906981
2025-01-01 10:50:00,801137027.3583456
2025-01-01 11:00:00,801235870.2478288
2025-01-01 11:10:00,801334785.8742805
2025-01-01 11:20:00,801433710.7655958
2025-01-01 11:30:00,801532606.3919423
2025-01-01 11:40:00,801631620.1921248
2025-01-01 11:50:00,801730699.6670767
2025-01-01 12:00:00,801829828.9634504
2025-01-01 12:10:00,801928966.6910515
2025-01-01 12:20:00,802028137.529133
2025-01-01 12:30:00,802127344.6610371
2025-01-01 12:40:00,802226509.6915485
2025-01-01 12:50:00,802325580.4537203
2025-01-01 13:00:00,802424854.9600053
2025-01-01 13:10:00,802524024.7304206
2025-01-01 13:20:00,802623208.3012652
2025-01-01 13:30:00,802722397.7903179
2025-01-01 13:40:00,802821806.4416301
2025-01-01 13:50:00,802921117.6953049
2025-01-01 14:00:00,803020352.7753488
2025-01-01 14:10:00,803119810.9014536
2025-01-01 14:20:00,803219483.887919
2025-01-01 14:30:00,803319383.5506347
2025-01-01 14:40:00,803419455.6501244
2025-01-01 14:50:00,803519619.7832283
2025-01-01 15:00:00,803620061.8154715
2025-01-01 15:10:00,803721193.476151
2025-01-01 15:20:00,803823274.3699081
2025-01-01 15:30:00,803926025.0677941
2025-01-01 15:40:00,804029393.6601093
2025-01-01 15:50:00,804133754.1259776
2025-01-01 16:00:00,804238833.2912948
2025-01-01 16:10:00,804344571.1231899
2025-01-01 16:20:00,804451405.6937709
2025-01-01 16:30:00,804559003.7949861
2025-01-01 16:40:00,804667573.8289279
2025-01-01 16:50:00,804776873.5784781
2025-01-01 17:00:00,804886672.3650867
2025-01-01 17:10:00,804996308.2166992
2025-01-01 17:20:00,805106709.7443136
2025-01-01 17:30:00,805217425.2293273
2025-01-01 17:40:00,805328286.1053165
2025-01-01 17:50:00,805438430.046112
2025-01-01 18:00:00,805550028.6716896
2025-01-01 18:10:00,805467221.948359
2025-01-01 18:20:00,805384412.9399503
2025-01-01 18:30:00,805301363.940743
2025-01-01 18:40:00,805217219.9875175
2025-01-01 18:50:00,805132740.2342473
2025-01-01 19:00:00,805047650.0709927
2025-01-01 19:10:00,804961894.9210615
2025-01-01 19:20:00,804875266.943646
2025-01-01 19:30:00,804787738.5211118
2025-01-01 19:40:00,804699383.7805499
2025-01-01 19:50:00,804610690.5764964
2025-01-01 20:00:00,804521031.0653658
2025-01-01 20:10:00,804431164.9512151
2025-01-01 20:20:00,804341013.0382538
2025-01-01 20:30:00,804250714.6212909
2025-01-01 20:40:00,804159949.8455325
2025-01-01 20:50:00,804069088.8097478
2025-01-01 21:00:00,803978055.6488966
2025-01-01 21:10:00,803886987.7056046
2025-01-01 21:20:00,803795945.9880599
2025-01-01 21:30:00,803704528.235692
2025-01-01 21:40:00,803612874.1223634
2025-01-01 21:50:00,803521044.6800479
2025-01-01 22:00:00,803429124.6684438
2025-01-01 22:10:00,803530395.0038568
2025-01-01 22:20:00,803631777.874773
2025-01-01 22:30:00,803733774.1179684
2025-01-01 22:40:00,803836310.9113516
2025-01-01 22:50:00,803939127.945642
2025-01-01 23:00:00,804042260.2640253
2025-01-01 23:10:00,803951926.5747367
2025-01-01 23:20:00,803861648.9613204
2025-01-01 23:30:00,803770986.0716242
2025-01-01 23:40:00,803679947.6155671
2025-01-01 23:50:00,803588358.0237392
2025-01-02 00:00:00,803496650.7994357
2025-01-02 00:10:00,803404604.0293118
2025-01-02 00:20:00,803312084.7442437
2025-01-02 00:30:00,803219151.6955764
2025-01-02 00:40:00,803125817.3493863
2025-01-02 00:50:00,803032018.7836325
2025-01-02 01:00:00,802937809.440061
2025-01-02 01:10:00,802843535.946866
2025-01-02 01:20:00,802749244.742138
2025-01-02 01:30:00,802655020.2709692
2025-01-02 01:40:00,802560801.372801
2025-01-02 01:50:00,802466573.2334503
2025-01-02 02:00:00,802372327.1071354
2025-01-02 02:10:00,802470734.6264664
2025-01-02 02:20:00,802569268.8855224
2025-01-02 02:30:00,802667915.3834081
2025-01-02 02:40:00,802766669.686069
2025-01-02 02:50:00,802865637.8276418
2025-01-02 03:00:00,802964531.2807069
2025-01-02 03:10:00,803064045.4093184
2025-01-02 03:20:00,803163640.9211237
2025-01-02 03:30:00,803263701.7697575
2025-01-02 03:40:00,803363972.763054
2025-01-02 03:50:00,803464712.6161121
2025-01-02 04:00:00,803565856.071335
2025-01-02 04:10:00,803667466.3323689
2025-01-02 04:20:00,803769756.653081
2025-01-02 04:30:00,803872407.1544331
2025-01-02 04:40:00,803975334.6848463
2025-01-02 04:50:00,804079230.2697289
2025-01-02 05:00:00,804183549.5762208
2025-01-02 05:10:00,804289411.0783088
2025-01-02 05:20:00,804396910.8025991
2025-01-02 05:30:00,804506271.3647891
2025-01-02 05:40:00,804616817.2835375
2025-01-02 05:50:00,804729388.4810492
2025-01-02 06:00:00,804844032.0772581
2025-01-02 06:10:00,804962676.7267321
2025-01-02 06:20:00,805084493.995977
2025-01-02 06:30:00,805208938.7576964
2025-01-02 06:40:00,805336800.7857742
2025-01-02 06:50:00,805467426.7352693
2025-01-02 07:00:00,805601194.5693179
2025-01-02 07:10:00,805739268.516236
2025-01-02 07:20:00,805879024.7965783
2025-01-02 07:30:00,806022699.2560958
2025-01-02 07:40:00,806167695.0005739
2025-01-02 07:50:00,806318728.2317551
2025-01-02 08:00:00,806470418.8683053
2025-01-02 08:10:00,806626962.002456
2025-01-02 08:20:00,806783154.0806504
2025-01-02 08:30:00,806941903.4835216
2025-01-02 08:40:00,807107003.9965206
2025-01-02 08:50:00,807271419.5955122
2025-01-02 09:00:00,807436976.3562263
2025-01-02 09:10:00,807603873.5728596
2025-01-02 09:20:00,807774735.1227988
2025-01-02 09:30:00,807946092.8951906
2025-01-02 09:40:00,808114840.8346946
2025-01-02 09:50:00,808284395.9498268
2025-01-02 10:00:00,808456201.7990417
2025-01-02 10:10:00,808436146.8652335
2025-01-02 10:20:00,808413742.0487963
2025-01-02 10:30:00,808392820.620992
2025-01-02 10:40:00,808373000.3368083
2025-01-02 10:50:00,808356103.2692295
2025-01-02 11:00:00,808333904.8229055
2025-01-02 11:10:00,808311427.6187309
2025-01-02 11:20:00,808289154.9452541
2025-01-02 11:30:00,808268478.5012412
2025-01-02 11:40:00,808245362.9452394
2025-01-02 11:50:00,808222975.3299574
2025-01-02 12:00:00,808199406.6052572
2025-01-02 12:10:00,808176107.8738695
2025-01-02 12:20:00,808152626.7101328
2025-01-02 12:30:00,808130480.6168404
2025-01-02 12:40:00,808105396.0530378
2025-01-02 12:50:00,808080478.7648672
2025-01-02 13:00:00,808052671.3080302
2025-01-02 13:10:00,808221084.2138175
2025-01-02 13:20:00,808389796.2014426
2025-01-02 13:30:00,808561007.858282
2025-01-02 13:40:00,808731834.5619072
2025-01-02 13:50:00,808902284.8516304
2025-01-02 14:00:00,809072670.7360123
2025-01-02 14:10:00,809246945.1148212
2025-01-02 14:20:00,809416297.2084687
2025-01-02 14:30:00,809587992.0109978
2025-01-02 14:40:00,809761593.5669752
2025-01-02 14:50:00,809934916.8236223
2025-01-02 15:00:00,810110086.2695459
2025-01-02 15:10:00,810285935.9653809
2025-01-02 15:20:00,810463465.0746046
2025-01-02 15:30:00,810642819.2381865
2025-01-02 15:40:00,810823066.147769
2025-01-02 15:50:00,811002775.7140554
2025-01-02 16:00:00,811186584.771524
2025-01-02 16:10:00,811367733.5253198
2025-01-02 16:20:00,811551375.6313541
2025-01-02 16:30:00,811738133.7490784
2025-01-02 16:40:00,811927799.008825
2025-01-02 16:50:00,812119940.337333
2025-01-02 17:00:00,812307425.6800026
2025-01-02 17:10:00,812495907.59778
2025-01-02 17:20:00,812688798.521535
2025-01-02 17:30:00,812885354.4762547
2025-01-02 17:40:00,813082795.1036199
2025-01-02 17:50:00,813276200.7691928
2025-01-02 18:00:00,813473146.5987306
2025-01-02 18:10:00,813476099.0705378
2025-01-02 18:20:00,813478597.3287412
2025-01-02 18:30:00,813479794.3537905
2025-01-02 18:40:00,813478035.9755613
2025-01-02 18:50:00,813477822.4859389
2025-01-02 19:00:00,813477744.3600336
2025-01-02 19:10:00,813469419.7089278
2025-01-02 19:20:00,813461459.3276182
2025-01-02 19:30:00,813448522.8890948
2025-01-02 19:40:00,813427529.4318366
2025-01-02 19:50:00,813404381.6238086
2025-01-02 20:00:00,813376091.1960043
2025-01-02 20:10:00,813346571.4834075
2025-01-02 20:20:00,813317356.0114744
2025-01-02 20:30:00,813284833.3239897
2025-01-02 20:40:00,813252026.6762309
2025-01-02 20:50:00,813213852.9448913
2025-01-02 21:00:00,813180621.9746367
2025-01-02 21:10:00,813144493.7022371
2025-01-02 21:20:00,813106102.1156523
2025-01-02 21:30:00,813061902.8122029
2025-01-02 21:40:00,813017548.0020416
2025-01-02 21:50:00,812970581.2023947
2025-01-02 22:00:00,812919016.8899102
2025-01-02 22:10:00,812869166.5198323
2025-01-02 22:20:00,812818354.8119891
2025-01-02 22:30:00,812764895.3737884
2025-01-02 22:40:00,812713461.2567776
2025-01-02 22:50:00,812659345.3161498
2025-01-02 23:00:00,812603050.1041031
2025-01-02 23:10:00,812547020.8720468
2025-01-02 23:20:00,812488883.3339009
2025-01-02 23:30:00,812430297.5314437
2025-01-02 23:40:00,812368951.9061121
2025-01-02 23:50:00,812306355.4494091
2025-01-03 00:00:00,812241822.3656828
2025-01-03 00:10:00,812176892.9064219
2025-01-03 00:20:00,812109849.8128339
2025-01-03 00:30:00,812042809.3114547
2025-01-03 00:40:00,811974783.0028435
2025-01-03 00:50:00,811906519.4951775
2025-01-03 01:00:00,811837237.1697057
2025-01-03 01:10:00,811766927.8639898
2025-01-03 01:20:00,811696309.9381219
2025-01-03 01:30:00,811626400.4948773
2025-01-03 01:40:00,811554026.2297838
2025-01-03 01:50:00,811482571.2683588
2025-01-03 02:00:00,811410924.8438324
2025-01-03 02:10:00,811338593.4715606
2025-01-03 02:20:00,811266716.7620461
2025-01-03 02:30:00,811193958.7425138
2025-01-03 02:40:00,811120590.443979
2025-01-03 02:50:00,811046463.3910142
2025-01-03 03:00:00,810972486.0769379
2025-01-03 03:10:00,810898467.683972
2025-01-03 03:20:00,810823915.6386176
2025-01-03 03:30:00,810748801.4083737
2025-01-03 03:40:00,810673275.0375366
2025-01-03 03:50:00,810598263.8270036
2025-01-03 04:00:00,810522245.1484792
2025-01-03 04:10:00,810446232.1474366
2025-01-03 04:20:00,810368802.8509605
2025-01-03 04:30:00,810292403.4373162
2025-01-03 04:40:00,810215639.7272936
2025-01-03 04:50:00,810137895.3520993
2025-01-03 05:00:00,810060395.8883221
2025-01-03 05:10:00,810177397.9713444
2025-01-03 05:20:00,810294322.9054958
2025-01-03 05:30:00,810411281.5867567
2025-01-03 05:40:00,810528427.118744
2025-01-03 05:50:00,810646280.3879918
2025-01-03 06:00:00,810764245.8131554
2025-01-03 06:10:00,810883349.3419776
2025-01-03 06:20:00,811003299.5789946
2025-01-03 06:30:00,811123658.4718732
2025-01-03 06:40:00,811245535.035238
2025-01-03 06:50:00,811367541.3183304
2025-01-03 07:00:00,811490556.0819728
2025-01-03 07:10:00,811614517.0778487
2025-01-03 07:20:00,811740435.7038206
2025-01-03 07:30:00,811869540.9699619
2025-01-03 07:40:00,811998181.5264924
2025-01-03 07:50:00,812129334.7050749
2025-01-03 08:00:00,812261440.4892213
2025-01-03 08:10:00,812395308.9897628
2025-01-03 08:20:00,812534855.6517005
2025-01-03 08:30:00,812676598.5173128
2025-01-03 08:40:00,812822302.254689
2025-01-03 08:50:00,812972310.0962169
2025-01-03 09:00:00,813124816.858178
2025-01-03 09:10:00,813081910.8351789
2025-01-03 09:20:00,813037316.2978107
2025-01-03 09:30:00,812993671.1361396
2025-01-03 09:40:00,812948738.6308595
2025-01-03 09:50:00,812901493.6744875
2025-01-03 10:00:00,812856673.4226042
2025-01-03 10:10:00,813001639.4748291
2025-01-03 10:20:00,813146981.3975186
2025-01-03 10:30:00,813293325.5784433
2025-01-03 10:40:00,813438017.6281067
2025-01-03 10:50:00,813582809.5705179
2025-01-03 11:00:00,813728439.9184765
2025-01-03 11:10:00,813681795.8332169
2025-01-03 11:20:00,813632946.7508891
2025-01-03 11:30:00,813583959.1386452
2025-01-03 11:40:00,813535072.313546
2025-01-03 11:50:00,813482971.0101627
2025-01-03 12:00:00,813430465.723462
2025-01-03 12:10:00,813377210.6310234
2025-01-03 12:20:00,813322815.2481748
2025-01-03 12:30:00,813265769.148784
2025-01-03 12:40:00,813209307.0257877
2025-01-03 12:50:00,813151502.9181554
2025-01-03 13:00:00,813094027.7454017
2025-01-03 13:10:00,813035906.5203655
2025-01-03 13:20:00,812976559.1337262
2025-01-03 13:30:00,812918816.9482687
2025-01-03 13:40:00,812859609.7118485
2025-01-03 13:50:00,812798821.2063178
2025-01-03 14:00:00,812738974.8995667
2025-01-03 14:10:00,812875612.3618954
2025-01-03 14:20:00,813010391.8688571
2025-01-03 14:30:00,813146113.8228544
2025-01-03 14:40:00,813280535.1184491
2025-01-03 14:50:00,813414911.4446982
2025-01-03 15:00:00,813550145.6289895
2025-01-03 15:10:00,813686845.2731023
2025-01-03 15:20:00,813826205.8623128
2025-01-03 15:30:00,813969994.3348721
2025-01-03 15:40:00,814113786.171559
2025-01-03 15:50:00,814260528.2577347
2025-01-03 16:00:00,814409634.2690976
2025-01-03 16:10:00,814559499.956263
2025-01-03 16:20:00,814712869.8080388
2025-01-03 16:30:00,814871302.0395625
2025-01-03 16:40:00,815030905.0086519
