valid_time,u100,v100,wind_speed_100m,number,expver
2016-01-01 00:00:00,2.9301224,12.852298,13.182078,0,0001
2016-01-01 01:00:00,2.6220608,13.495639,13.747998,0,0001
2016-01-01 02:00:00,3.7579708,14.046894,14.540894,0,0001
2016-01-01 03:00:00,6.3282347,12.426177,13.944764,0,0001
2016-01-01 04:00:00,7.5008497,9.149169,11.8308935,0,0001
2016-01-01 05:00:00,8.941871,5.6795483,10.593126,0,0001
2016-01-01 06:00:00,9.467647,2.1844606,9.716388,0,0001
2016-01-01 07:00:00,9.216391,-0.6762144,9.241164,0,0001
2016-01-01 08:00:00,7.8356895,-2.456108,8.211607,0,0001
2016-01-01 09:00:00,6.631729,-3.1113214,7.325309,0,0001
2016-01-01 10:00:00,5.12504,-2.602604,5.748007,0,0001
2016-01-01 11:00:00,5.1488314,-2.4981117,5.7228513,0,0001
2016-01-01 12:00:00,4.312603,-2.4657717,4.9677534,0,0001
2016-01-01 13:00:00,3.801611,-2.478919,4.5384235,0,0001
2016-01-01 14:00:00,2.666833,-2.391262,3.5819175,0,0001
2016-01-01 15:00:00,0.871654,-2.4047737,2.5578735,0,0001
2016-01-01 16:00:00,-0.8283554,-1.7642794,1.949065,0,0001
2016-01-01 17:00:00,-2.2351217,-0.96906555,2.4361563,0,0001
2016-01-01 18:00:00,-3.3615484,0.14648193,3.3647385,0,0001
2016-01-01 19:00:00,-4.3536224,1.5676765,4.627271,0,0001
2016-01-01 20:00:00,-4.7566853,2.8612938,5.550951,0,0001
2016-01-01 21:00:00,-4.8906536,3.534275,6.034036,0,0001
2016-01-01 22:00:00,-6.141121,4.389906,7.548817,0,0001
2016-01-01 23:00:00,-6.8864985,4.7560253,8.369207,0,0001
2016-01-02 00:00:00,-7.9926786,5.763644,9.85406,0,0001
2016-01-02 01:00:00,-9.530158,6.0002384,11.26174,0,0001
2016-01-02 02:00:00,-11.0667,6.500739,12.834775,0,0001
