valid_time,u100,v100,wind_speed_100m,number,expver
2017-01-01 00:00:00,14.010847,4.9480124,14.8588915,0,0001
2017-01-01 01:00:00,13.67267,4.65405,14.443064,0,0001
2017-01-01 02:00:00,13.441838,3.815071,13.972752,0,0001
2017-01-01 03:00:00,13.294887,2.7428188,13.574869,0,0001
2017-01-01 04:00:00,12.0156145,0.71048045,12.036601,0,0001
2017-01-01 05:00:00,9.006201,-2.7078638,9.404477,0,0001
2017-01-01 06:00:00,4.78102,-6.436124,8.017596,0,0001
2017-01-01 07:00:00,2.1782608,-8.105675,8.393258,0,0001
2017-01-01 08:00:00,1.3562002,-8.252639,8.363333,0,0001
2017-01-01 09:00:00,1.6989412,-6.789792,6.9991198,0,0001
2017-01-01 10:00:00,2.9313812,-4.8309965,5.6507983,0,0001
2017-01-01 11:00:00,3.811368,-5.7988977,6.9392896,0,0001
2017-01-01 12:00:00,3.260271,-6.5422764,7.3096337,0,0001
2017-01-01 13:00:00,2.8019714,-6.5575886,7.1311297,0,0001
2017-01-01 14:00:00,3.2940397,-6.6237106,7.3975835,0,0001
2017-01-01 15:00:00,3.8975134,-6.698267,7.74967,0,0001
2017-01-01 16:00:00,4.405079,-7.731928,8.898731,0,0001
2017-01-01 17:00:00,4.8509808,-8.168301,9.500166,0,0001
2017-01-01 18:00:00,5.5975885,-8.798545,10.428202,0,0001
2017-01-01 19:00:00,6.035699,-9.172918,10.980533,0,0001
2017-01-01 20:00:00,5.4690256,-9.161988,10.670158,0,0001
2017-01-01 21:00:00,4.694626,-9.407436,10.513771,0,0001
2017-01-01 22:00:00,3.670127,-10.106704,10.752456,0,0001
2017-01-01 23:00:00,2.409071,-9.968147,10.255124,0,0001
2017-01-02 00:00:00,1.1007404,-9.366326,9.430784,0,0001
2017-01-02 01:00:00,-0.40075898,-8.511216,8.520646,0,0001
2017-01-02 02:00:00,-1.8353844,-8.030737,8.237802,0,0001
2017-01-02 03:00:00,-2.0726614,-8.726244,8.969016,0,0001
2017-01-02 04:00:00,-1.7453575,-8.387229,8.566906,0,0001
2017-01-02 05:00:00,-0.108068705,-7.6907415,7.691501,0,0001
2017-01-02 06:00:00,1.882227,-7.4905787,7.7234416,0,0001
2017-01-02 07:00:00,3.3488922,-8.342928,8.989968,0,0001
2017-01-02 08:00:00,3.9146118,-9.65017,10.413932,0,0001
2017-01-02 09:00:00,4.548396,-10.645461,11.57643,0,0001
2017-01-02 10:00:00,6.4098063,-11.34153,13.027506,0,0001
2017-01-02 11:00:00,6.9404163,-11.331364,13.287933,0,0001
2017-01-02 12:00:00,7.139224,-10.717613,12.877723,0,0001
2017-01-02 13:00:00,7.766718,-9.767896,12.479331,0,0001
2017-01-02 14:00:00,9.208367,-9.282988,13.075469,0,0001
2017-01-02 15:00:00,10.320592,-8.910516,13.634952,0,0001
2017-01-02 16:00:00,10.730932,-9.663331,14.440667,0,0001
2017-01-02 17:00:00,10.898956,-9.721908,14.604887,0,0001
2017-01-02 18:00:00,10.772523,-9.782926,14.551731,0,0001
2017-01-02 19:00:00,10.176607,-10.195503,14.405264,0,0001
2017-01-02 20:00:00,9.43814,-10.505702,14.122615,0,0001
2017-01-02 21:00:00,8.771362,-9.748308,13.113592,0,0001
2017-01-02 22:00:00,9.080336,-9.202907,12.928494,0,0001
2017-01-02 23:00:00,8.974865,-9.279722,12.909742,0,0001
2017-01-03 00:00:00,9.299749,-8.658725,12.706646,0,0001
2017-01-03 01:00:00,10.410783,-7.770548,12.99099,0,0001
2017-01-03 02:00:00,11.831841,-7.131302,13.814773,0,0001
2017-01-03 03:00:00,12.996123,-6.0220404,14.323553,0,0001
2017-01-03 04:00:00,13.006807,-4.0482597,13.622241,0,0001
2017-01-03 05:00:00,13.892716,-4.282238,14.537714,0,0001
2017-01-03 06:00:00,13.450793,-5.775524,14.638324,0,0001
2017-01-03 07:00:00,13.94834,-5.7788954,15.098074,0,0001
