valid_time,u100,v100,wind_speed_100m,number,expver
1/1/2015 0:00,12.267532,5.06689,13.272744,0,1
1/1/2015 1:00,11.702344,6.086108,13.190359,0,1
1/1/2015 2:00,11.903,7.365629,13.997639,0,1
1/1/2015 3:00,13.610182,7.6908684,15.632866,0,1
1/1/2015 4:00,12.201191,8.524521,14.884103,0,1
1/1/2015 5:00,12.717896,8.884577,15.513885,0,1
1/1/2015 6:00,14.134178,8.569039,16.528866,0,1
1/1/2015 7:00,13.39827,9.383828,16.357563,0,1
1/1/2015 8:00,13.639201,9.206493,16.455616,0,1
1/1/2015 9:00,12.764064,9.622287,15.984672,0,1
1/1/2015 10:00,12.234431,9.280021,15.355783,0,1
1/1/2015 11:00,12.302679,9.676651,15.652267,0,1
1/1/2015 12:00,12.857032,10.1386595,16.373629,0,1
1/1/2015 13:00,12.1528225,10.512952,16.069016,0,1
1/1/2015 14:00,12.379612,11.4316635,16.850452,0,1
1/1/2015 15:00,12.451345,12.638174,17.74146,0,1
1/1/2015 16:00,13.617394,13.314945,19.04524,0,1
1/1/2015 17:00,13.814175,13.6593895,19.427052,0,1
1/1/2015 18:00,13.873425,15.047556,20.467068,0,1
1/1/2015 19:00,14.134801,15.421173,20.919014,0,1
1/1/2015 20:00,14.700797,15.590229,21.42822,0,1
1/1/2015 21:00,15.802494,15.871984,22.397291,0,1
1/1/2015 22:00,14.520395,17.393906,22.658108,0,1
1/1/2015 23:00,16.304565,16.607758,23.273516,0,1
1/2/2015 0:00,17.936096,15.294404,23.571642,0,1
1/2/2015 1:00,19.308838,14.013079,23.857862,0,1
1/2/2015 2:00,20.90242,12.032105,24.1181,0,1
1/2/2015 3:00,22.011414,10.744183,24.493668,0,1
1/2/2015 4:00,22.92154,8.083473,24.305134,0,1
1/2/2015 5:00,22.43161,2.436078,22.563501,0,1
1/2/2015 6:00,23.142014,1.0000582,23.163612,0,1
1/2/2015 7:00,24.727142,-0.7153006,24.737486,0,1
1/2/2015 8:00,22.834915,-5.9158373,23.58878,0,1
1/2/2015 9:00,21.142395,-4.3383875,21.58292,0,1
1/2/2015 10:00,21.912628,-4.0958166,22.292128,0,1
1/2/2015 11:00,22.335464,-4.148658,22.71749,0,1
1/2/2015 12:00,22.588715,-3.7983208,22.905834,0,1
1/2/2015 13:00,20.196426,-3.7008295,20.5327,0,1
1/2/2015 14:00,20.09871,-4.801264,20.664227,0,1
1/2/2015 15:00,20.022812,-5.3153105,20.71631,0,1
1/2/2015 16:00,21.169403,-6.5857334,22.170149,0,1
1/2/2015 17:00,21.317383,-7.4011097,22.56562,0,1
1/2/2015 18:00,21.097702,-6.8878994,22.193607,0,1
1/2/2015 19:00,20.66919,-4.842867,21.22896,0,1
1/2/2015 20:00,20.774368,-5.2877865,21.43677,0,1
1/2/2015 21:00,21.634415,-8.404639,23.209606,0,1
1/2/2015 22:00,21.657059,-4.8774633,22.199501,0,1
1/2/2015 23:00,21.737335,-4.7701445,22.254574,0,1
1/3/2015 0:00,23.313538,-4.032914,23.659786,0,1
1/3/2015 1:00,21.74318,-0.5935624,21.75128,0,1
1/3/2015 2:00,20.758179,4.143524,21.167683,0,1
1/3/2015 3:00,22.301361,5.5979757,22.993217,0,1
1/3/2015 4:00,24.995804,1.137682,25.02168,0,1
1/3/2015 5:00,23.448395,-1.1593685,23.477037,0,1
1/3/2015 6:00,21.490875,-1.8078766,21.566784,0,1
1/3/2015 7:00,19.833282,-2.6889553,20.014734,0,1
1/3/2015 8:00,17.992004,-3.192689,18.27308,0,1
1/3/2015 9:00,15.902783,-3.77602,16.344933,0,1
1/3/2015 10:00,13.86215,-3.7339592,14.356241,0,1
1/3/2015 11:00,12.563673,-5.723301,13.80587,0,1
1/3/2015 12:00,12.007516,-6.8665705,13.832217,0,1
1/3/2015 13:00,12.154233,-7.279645,14.16752,0,1
1/3/2015 14:00,12.410313,-7.2999353,14.398087,0,1
1/3/2015 15:00,12.107978,-7.63729,14.315423,0,1
1/3/2015 16:00,12.148838,-8.012662,14.553248,0,1
1/3/2015 17:00,12.757834,-8.227615,15.180778,0,1
1/3/2015 18:00,13.263614,-9.1381445,16.106804,0,1
1/3/2015 19:00,13.373709,-9.524982,16.418934,0,1
1/3/2015 20:00,12.679922,-9.653232,15.936289,0,1
1/3/2015 21:00,10.815855,-10.600258,15.144245,0,1
1/3/2015 22:00,8.8991,-12.313536,15.192667,0,1
1/3/2015 23:00,8.472754,-11.210439,14.052099,0,1
1/4/2015 0:00,8.831846,-10.809013,13.958377,0,1
1/4/2015 1:00,8.71523,-11.132284,14.137998,0,1
1/4/2015 2:00,8.157679,-11.851169,14.387423,0,1
1/4/2015 3:00,7.892544,-11.400661,13.86605,0,1
1/4/2015 4:00,8.222389,-10.829348,13.597149,0,1
1/4/2015 5:00,8.880231,-10.575108,13.809106,0,1
1/4/2015 6:00,9.42543,-10.435915,14.062257,0,1
1/4/2015 7:00,8.944315,-10.793398,14.017781,0,1
1/4/2015 8:00,8.398889,-10.885148,13.748737,0,1
1/4/2015 9:00,8.522591,-10.976491,13.896687,0,1
1/4/2015 10:00,7.009777,-10.826197,12.897423,0,1
1/4/2015 11:00,7.0830975,-10.974738,13.061974,0,1
1/4/2015 12:00,6.6871014,-10.596173,12.529813,0,1
1/4/2015 13:00,6.908353,-9.663964,11.879291,0,1
1/4/2015 14:00,7.9202175,-8.433715,11.569675,0,1
1/4/2015 15:00,8.67576,-8.078775,11.854764,0,1
1/4/2015 16:00,9.153833,-6.78088,11.391795,0,1
1/4/2015 17:00,10.219745,-5.769305,11.73576,0,1
1/4/2015 18:00,10.830735,-4.8401127,11.863031,0,1
1/4/2015 19:00,11.529688,-3.3590584,12.009037,0,1
1/4/2015 20:00,12.978075,-2.3322678,13.185974,0,1
1/4/2015 21:00,14.466332,-1.8392744,14.582788,0,1
1/4/2015 22:00,16.761322,-3.6772308,17.159952,0,1
1/4/2015 23:00,15.6216955,-4.3477097,16.215424,0,1
1/5/2015 0:00,14.451933,-4.7207336,15.20341,0,1
1/5/2015 1:00,13.24305,-5.362609,14.287615,0,1
1/5/2015 2:00,11.808473,-5.3811493,12.976779,0,1
1/5/2015 3:00,11.114131,-4.5329294,12.002974,0,1
1/5/2015 4:00,10.943111,-3.7816458,11.578106,0,1
1/5/2015 5:00,10.646668,-3.7999516,11.304476,0,1
1/5/2015 6:00,9.521202,-3.5228205,10.152022,0,1
1/5/2015 7:00,8.46826,-2.8129911,8.923247,0,1
1/5/2015 8:00,7.8207254,-1.2339106,7.9174666,0,1
1/5/2015 9:00,7.58926,0.2058199,7.5920506,0,1
1/5/2015 10:00,7.817501,0.99220544,7.880215,0,1
1/5/2015 11:00,7.7890816,1.1610622,7.8751416,0,1
1/5/2015 12:00,7.427698,0.6299948,7.454367,0,1
1/5/2015 13:00,6.7308683,0.09700841,6.7315674,0,1
1/5/2015 14:00,5.8041973,-0.02323037,5.8042436,0,1
1/5/2015 15:00,4.7844105,0.3859418,4.7999516,0,1
1/5/2015 16:00,3.936389,1.0614243,4.0769815,0,1
1/5/2015 17:00,3.8092813,1.7265787,4.1823077,0,1
1/5/2015 18:00,3.7070265,2.318102,4.3721437,0,1
1/5/2015 19:00,3.8584633,2.7412853,4.7331157,0,1
1/5/2015 20:00,3.7625694,2.7839565,4.680528,0,1
1/5/2015 21:00,3.217866,3.2950716,4.6056657,0,1
1/5/2015 22:00,2.8744555,4.6657953,5.480159,0,1
1/5/2015 23:00,3.1902409,5.302312,6.188065,0,1
1/6/2015 0:00,3.345438,5.44534,6.3909063,0,1
1/6/2015 1:00,3.168538,5.711026,6.5311146,0,1
1/6/2015 2:00,2.6783943,6.314892,6.859421,0,1
1/6/2015 3:00,2.1805353,7.359085,7.6753416,0,1
1/6/2015 4:00,1.4272003,8.454348,8.573966,0,1
1/6/2015 5:00,1.2712669,9.62129,9.704913,0,1
1/6/2015 6:00,1.649087,10.633715,10.760826,0,1
1/6/2015 7:00,1.8604097,10.923272,11.080568,0,1
1/6/2015 8:00,1.8079443,11.143421,11.289132,0,1
1/6/2015 9:00,1.6831837,11.644274,11.765298,0,1
1/6/2015 10:00,2.0970564,11.805106,11.98992,0,1
1/6/2015 11:00,1.7016115,11.97618,12.096461,0,1
1/6/2015 12:00,1.7028389,12.134375,12.253273,0,1
1/6/2015 13:00,2.0528488,12.209173,12.380553,0,1
1/6/2015 14:00,2.4085722,12.324479,12.557628,0,1
1/6/2015 15:00,2.2844582,12.461124,12.668795,0,1
1/6/2015 16:00,0.7852181,12.954552,12.978327,0,1
1/6/2015 17:00,-0.6252566,13.579921,13.594307,0,1
1/6/2015 18:00,0.08400977,14.18706,14.187309,0,1
1/6/2015 19:00,1.3549109,14.249312,14.313584,0,1
1/6/2015 20:00,3.2215185,13.644555,14.019703,0,1
1/6/2015 21:00,6.261238,12.367656,13.862251,0,1
1/6/2015 22:00,7.3420076,7.468131,10.472729,0,1
1/6/2015 23:00,10.460253,-3.7504969,11.112295,0,1
1/7/2015 0:00,9.856542,-9.167975,13.461173,0,1
1/7/2015 1:00,8.903804,-8.045062,12.000031,0,1
1/7/2015 2:00,9.3721485,-5.9427567,11.097456,0,1
1/7/2015 3:00,9.806971,-4.3101063,10.712315,0,1
1/7/2015 4:00,10.181968,-3.3984299,10.734141,0,1
1/7/2015 5:00,10.192075,-1.966362,10.380027,0,1
1/7/2015 6:00,10.866547,-0.62991893,10.8847885,0,1
1/7/2015 7:00,11.074964,0.28788954,11.078705,0,1
1/7/2015 8:00,10.876827,1.21243,10.944193,0,1
1/7/2015 9:00,11.138997,2.4363365,11.402324,0,1
1/7/2015 10:00,10.990973,3.5482674,11.549532,0,1
1/7/2015 11:00,11.002262,4.6329746,11.937932,0,1
1/7/2015 12:00,12.142866,5.438098,13.304966,0,1
