timestep,portfolio_value_usd,total_return,cash_usd,capacity_value_usd,wind_capacity_mw,solar_capacity_mw,hydro_capacity_mw,battery_soc,risk_free_return,method
16794,805128697.5793984,0.0064108719742479925,805128697.5793984,0.0,0.0,0.0,0.0,0.0,5128697.579398394,Buy-and-Hold Strategy
16795,805129003.9449606,0.006411254931200742,805129003.9449606,0.0,0.0,0.0,0.0,0.0,5129003.944960594,Buy-and-Hold Strategy
16796,805129310.3106394,0.006411637888299227,805129310.3106394,0.0,0.0,0.0,0.0,0.0,5129310.310639381,Buy-and-Hold Strategy
16797,805129616.6764348,0.006412020845543444,805129616.6764348,0.0,0.0,0.0,0.0,0.0,5129616.676434755,Buy-and-Hold Strategy
16798,805129923.0423467,0.006412403802933395,805129923.0423467,0.0,0.0,0.0,0.0,0.0,5129923.042346716,Buy-and-Hold Strategy
16799,805130229.4083753,0.006412786760469079,805130229.4083753,0.0,0.0,0.0,0.0,0.0,5130229.408375263,Buy-and-Hold Strategy
16800,805130535.7745203,0.006413169718150347,805130535.7745203,0.0,0.0,0.0,0.0,0.0,5130535.774520278,Buy-and-Hold Strategy
16801,805130842.1407819,0.006413552675977349,805130842.1407819,0.0,0.0,0.0,0.0,0.0,5130842.140781879,Buy-and-Hold Strategy
16802,805131148.5071601,0.006413935633950084,805131148.5071601,0.0,0.0,0.0,0.0,0.0,5131148.507160068,Buy-and-Hold Strategy
16803,805131454.8736548,0.006414318592068553,805131454.8736548,0.0,0.0,0.0,0.0,0.0,5131454.873654842,Buy-and-Hold Strategy
16804,805131761.2402662,0.006414701550332755,805131761.2402662,0.0,0.0,0.0,0.0,0.0,5131761.240266204,Buy-and-Hold Strategy
16805,805132067.6069942,0.00641508450874269,805132067.6069942,0.0,0.0,0.0,0.0,0.0,5132067.606994152,Buy-and-Hold Strategy
16806,805132373.9738387,0.006415467467298359,805132373.9738387,0.0,0.0,0.0,0.0,0.0,5132373.973838687,Buy-and-Hold Strategy
16807,805132680.3407998,0.0064158504259997605,805132680.3407998,0.0,0.0,0.0,0.0,0.0,5132680.3407998085,Buy-and-Hold Strategy
16808,805132986.7078775,0.006416233384846896,805132986.7078775,0.0,0.0,0.0,0.0,0.0,5132986.707877517,Buy-and-Hold Strategy
16809,805133293.0750718,0.006416616343839765,805133293.0750718,0.0,0.0,0.0,0.0,0.0,5133293.075071812,Buy-and-Hold Strategy
16810,805133599.4423827,0.006416999302978367,805133599.4423827,0.0,0.0,0.0,0.0,0.0,5133599.442382693,Buy-and-Hold Strategy
16811,805133905.8098102,0.006417382262262702,805133905.8098102,0.0,0.0,0.0,0.0,0.0,5133905.809810162,Buy-and-Hold Strategy
16812,805134212.1773542,0.006417765221692771,805134212.1773542,0.0,0.0,0.0,0.0,0.0,5134212.177354217,Buy-and-Hold Strategy
16813,805134518.5450149,0.0064181481812685725,805134518.5450149,0.0,0.0,0.0,0.0,0.0,5134518.545014858,Buy-and-Hold Strategy
16814,805134824.912792,0.006418531140989959,805134824.912792,0.0,0.0,0.0,0.0,0.0,5134824.912791967,Buy-and-Hold Strategy
16815,805135131.2806857,0.006418914100857079,805135131.2806857,0.0,0.0,0.0,0.0,0.0,5135131.280685663,Buy-and-Hold Strategy
16816,805135437.648696,0.006419297060869932,805135437.648696,0.0,0.0,0.0,0.0,0.0,5135437.648695946,Buy-and-Hold Strategy
16817,805135744.0168228,0.006419680021028519,805135744.0168228,0.0,0.0,0.0,0.0,0.0,5135744.016822815,Buy-and-Hold Strategy
16818,805136050.3850663,0.006420062981332839,805136050.3850663,0.0,0.0,0.0,0.0,0.0,5136050.385066271,Buy-and-Hold Strategy
16819,805136356.7534263,0.006420445941782892,805136356.7534263,0.0,0.0,0.0,0.0,0.0,5136356.753426313,Buy-and-Hold Strategy
16820,805136663.121903,0.006420828902378679,805136663.121903,0.0,0.0,0.0,0.0,0.0,5136663.121902943,Buy-and-Hold Strategy
16821,805136969.4904962,0.006421211863120198,805136969.4904962,0.0,0.0,0.0,0.0,0.0,5136969.490496159,Buy-and-Hold Strategy
16822,805137275.859206,0.006421594824007452,805137275.859206,0.0,0.0,0.0,0.0,0.0,5137275.859205961,Buy-and-Hold Strategy
16823,805137582.2280324,0.006421977785040438,805137582.2280324,0.0,0.0,0.0,0.0,0.0,5137582.228032351,Buy-and-Hold Strategy
16824,805137888.5969753,0.006422360746219158,805137888.5969753,0.0,0.0,0.0,0.0,0.0,5137888.596975327,Buy-and-Hold Strategy
16825,805138194.9660349,0.006422743707543611,805138194.9660349,0.0,0.0,0.0,0.0,0.0,5138194.966034889,Buy-and-Hold Strategy
16826,805138501.335211,0.006423126669013798,805138501.335211,0.0,0.0,0.0,0.0,0.0,5138501.335211039,Buy-and-Hold Strategy
16827,805138807.7045038,0.006423509630629719,805138807.7045038,0.0,0.0,0.0,0.0,0.0,5138807.704503775,Buy-and-Hold Strategy
16828,805139114.073913,0.0064238925923912225,805139114.073913,0.0,0.0,0.0,0.0,0.0,5139114.073912978,Buy-and-Hold Strategy
16829,805139420.4434388,0.0064242755542984606,805139420.4434388,0.0,0.0,0.0,0.0,0.0,5139420.443438768,Buy-and-Hold Strategy
16830,805139726.8130811,0.006424658516351432,805139726.8130811,0.0,0.0,0.0,0.0,0.0,5139726.813081145,Buy-and-Hold Strategy
16831,805140033.1828401,0.006425041478550136,805140033.1828401,0.0,0.0,0.0,0.0,0.0,5140033.182840109,Buy-and-Hold Strategy
16832,805140339.5527157,0.006425424440894574,805140339.5527157,0.0,0.0,0.0,0.0,0.0,5140339.552715659,Buy-and-Hold Strategy
16833,805140645.9227078,0.006425807403384745,805140645.9227078,0.0,0.0,0.0,0.0,0.0,5140645.922707796,Buy-and-Hold Strategy
16834,805140952.2928165,0.00642619036602065,805140952.2928165,0.0,0.0,0.0,0.0,0.0,5140952.29281652,Buy-and-Hold Strategy
16835,805141258.6630418,0.006426573328802288,805141258.6630418,0.0,0.0,0.0,0.0,0.0,5141258.66304183,Buy-and-Hold Strategy
16836,805141565.0333837,0.006426956291729659,805141565.0333837,0.0,0.0,0.0,0.0,0.0,5141565.033383727,Buy-and-Hold Strategy
16837,805141871.4038422,0.006427339254802764,805141871.4038422,0.0,0.0,0.0,0.0,0.0,5141871.403842211,Buy-and-Hold Strategy
16838,805142177.7744173,0.006427722218021601,805142177.7744173,0.0,0.0,0.0,0.0,0.0,5142177.774417281,Buy-and-Hold Strategy
16839,805142484.1451089,0.0064281051813861725,805142484.1451089,0.0,0.0,0.0,0.0,0.0,5142484.145108938,Buy-and-Hold Strategy
16840,805142790.5159172,0.006428488144896477,805142790.5159172,0.0,0.0,0.0,0.0,0.0,5142790.515917182,Buy-and-Hold Strategy
16841,805143096.886842,0.006428871108552515,805143096.886842,0.0,0.0,0.0,0.0,0.0,5143096.886842012,Buy-and-Hold Strategy
16842,805143403.2578834,0.006429254072354287,805143403.2578834,0.0,0.0,0.0,0.0,0.0,5143403.2578834295,Buy-and-Hold Strategy
16843,805143709.6290414,0.006429637036301792,805143709.6290414,0.0,0.0,0.0,0.0,0.0,5143709.629041433,Buy-and-Hold Strategy
16844,805144016.0003159,0.006430020000394881,805144016.0003159,0.0,0.0,0.0,0.0,0.0,5144016.000315905,Buy-and-Hold Strategy
16845,805144322.371707,0.006430402964633704,805144322.371707,0.0,0.0,0.0,0.0,0.0,5144322.371706963,Buy-and-Hold Strategy
16846,805144628.7432146,0.006430785929018259,805144628.7432146,0.0,0.0,0.0,0.0,0.0,5144628.743214607,Buy-and-Hold Strategy
16847,805144935.1148388,0.006431168893548549,805144935.1148388,0.0,0.0,0.0,0.0,0.0,5144935.114838839,Buy-and-Hold Strategy
16848,805145241.4865797,0.006431551858224571,805145241.4865797,0.0,0.0,0.0,0.0,0.0,5145241.486579657,Buy-and-Hold Strategy
16849,805145547.8584371,0.006431934823046327,805145547.8584371,0.0,0.0,0.0,0.0,0.0,5145547.858437061,Buy-and-Hold Strategy
16850,805145854.230411,0.0064323177880138156,805145854.230411,0.0,0.0,0.0,0.0,0.0,5145854.230411053,Buy-and-Hold Strategy
16851,805146160.6025016,0.0064327007531270386,805146160.6025016,0.0,0.0,0.0,0.0,0.0,5146160.602501631,Buy-and-Hold Strategy
16852,805146466.9747088,0.006433083718385995,805146466.9747088,0.0,0.0,0.0,0.0,0.0,5146466.974708796,Buy-and-Hold Strategy
16853,805146773.3470325,0.0064334666837906835,805146773.3470325,0.0,0.0,0.0,0.0,0.0,5146773.347032547,Buy-and-Hold Strategy
16854,805147079.7194729,0.006433849649341106,805147079.7194729,0.0,0.0,0.0,0.0,0.0,5147079.719472885,Buy-and-Hold Strategy
16855,805147386.0920298,0.006434232615037262,805147386.0920298,0.0,0.0,0.0,0.0,0.0,5147386.09202981,Buy-and-Hold Strategy
16856,805147692.4647033,0.0064346155808791515,805147692.4647033,0.0,0.0,0.0,0.0,0.0,5147692.464703321,Buy-and-Hold Strategy
16857,805147998.8374934,0.006434998546866775,805147998.8374934,0.0,0.0,0.0,0.0,0.0,5147998.83749342,Buy-and-Hold Strategy
16858,805148305.2104001,0.006435381513000131,805148305.2104001,0.0,0.0,0.0,0.0,0.0,5148305.2104001045,Buy-and-Hold Strategy
16859,805148611.5834234,0.00643576447927922,805148611.5834234,0.0,0.0,0.0,0.0,0.0,5148611.583423376,Buy-and-Hold Strategy
16860,805148917.9565632,0.006436147445704043,805148917.9565632,0.0,0.0,0.0,0.0,0.0,5148917.956563234,Buy-and-Hold Strategy
16861,805149224.3298197,0.006436530412274599,805149224.3298197,0.0,0.0,0.0,0.0,0.0,5149224.329819679,Buy-and-Hold Strategy
16862,805149530.7031926,0.00643691337899074,805149530.7031926,0.0,0.0,0.0,0.0,0.0,5149530.703192592,Buy-and-Hold Strategy
16863,805149837.0766821,0.006437296345852613,805149837.0766821,0.0,0.0,0.0,0.0,0.0,5149837.076682091,Buy-and-Hold Strategy
16864,805150143.4502882,0.00643767931286022,805150143.4502882,0.0,0.0,0.0,0.0,0.0,5150143.450288177,Buy-and-Hold Strategy
16865,805150449.8240108,0.006438062280013561,805150449.8240108,0.0,0.0,0.0,0.0,0.0,5150449.824010849,Buy-and-Hold Strategy
16866,805150756.1978501,0.006438445247312635,805150756.1978501,0.0,0.0,0.0,0.0,0.0,5150756.197850108,Buy-and-Hold Strategy
16867,805151062.571806,0.0064388282147574425,805151062.571806,0.0,0.0,0.0,0.0,0.0,5151062.571805954,Buy-and-Hold Strategy
16868,805151368.9458784,0.006439211182347983,805151368.9458784,0.0,0.0,0.0,0.0,0.0,5151368.9458783865,Buy-and-Hold Strategy
16869,805151675.3200674,0.006439594150084257,805151675.3200674,0.0,0.0,0.0,0.0,0.0,5151675.320067406,Buy-and-Hold Strategy
16870,805151981.694373,0.006439977117966265,805151981.694373,0.0,0.0,0.0,0.0,0.0,5151981.694373012,Buy-and-Hold Strategy
16871,805152288.0687952,0.006440360085994005,805152288.0687952,0.0,0.0,0.0,0.0,0.0,5152288.068795204,Buy-and-Hold Strategy
16872,805152594.443334,0.006440743054167479,805152594.443334,0.0,0.0,0.0,0.0,0.0,5152594.443333983,Buy-and-Hold Strategy
16873,805152900.8179893,0.006441126022486687,805152900.8179893,0.0,0.0,0.0,0.0,0.0,5152900.817989349,Buy-and-Hold Strategy
16874,805153207.1927613,0.0064415089909516275,805153207.1927613,0.0,0.0,0.0,0.0,0.0,5153207.192761302,Buy-and-Hold Strategy
16875,805153513.5676498,0.006441891959562302,805153513.5676498,0.0,0.0,0.0,0.0,0.0,5153513.567649841,Buy-and-Hold Strategy
16876,805153819.942655,0.006442274928318709,805153819.942655,0.0,0.0,0.0,0.0,0.0,5153819.942654967,Buy-and-Hold Strategy
16877,805154126.3177767,0.00644265789722085,805154126.3177767,0.0,0.0,0.0,0.0,0.0,5154126.31777668,Buy-and-Hold Strategy
16878,805154432.693015,0.006443040866268724,805154432.693015,0.0,0.0,0.0,0.0,0.0,5154432.693014979,Buy-and-Hold Strategy
16879,805154739.0683699,0.0064434238354623315,805154739.0683699,0.0,0.0,0.0,0.0,0.0,5154739.068369865,Buy-and-Hold Strategy
16880,805155045.4438413,0.006443806804801673,805155045.4438413,0.0,0.0,0.0,0.0,0.0,5155045.443841338,Buy-and-Hold Strategy
16881,805155351.8194294,0.006444189774286747,805155351.8194294,0.0,0.0,0.0,0.0,0.0,5155351.819429398,Buy-and-Hold Strategy
16882,805155658.195134,0.006444572743917554,805155658.195134,0.0,0.0,0.0,0.0,0.0,5155658.195134044,Buy-and-Hold Strategy
16883,805155964.5709552,0.006444955713693946,805155964.5709552,0.0,0.0,0.0,0.0,0.0,5155964.570955157,Buy-and-Hold Strategy
16884,805156270.9468929,0.006445338683616072,805156270.9468929,0.0,0.0,0.0,0.0,0.0,5156270.946892858,Buy-and-Hold Strategy
16885,805156577.3229471,0.0064457216536839305,805156577.3229471,0.0,0.0,0.0,0.0,0.0,5156577.3229471445,Buy-and-Hold Strategy
16886,805156883.699118,0.006446104623897522,805156883.699118,0.0,0.0,0.0,0.0,0.0,5156883.699118018,Buy-and-Hold Strategy
16887,805157190.0754055,0.0064464875942568485,805157190.0754055,0.0,0.0,0.0,0.0,0.0,5157190.0754054785,Buy-and-Hold Strategy
16888,805157496.4518095,0.006446870564761907,805157496.4518095,0.0,0.0,0.0,0.0,0.0,5157496.4518095255,Buy-and-Hold Strategy
16889,805157802.8283302,0.0064472535354126986,805157802.8283302,0.0,0.0,0.0,0.0,0.0,5157802.828330159,Buy-and-Hold Strategy
16890,805158109.2049674,0.006447636506209224,805158109.2049674,0.0,0.0,0.0,0.0,0.0,5158109.20496738,Buy-and-Hold Strategy
16891,805158415.5817212,0.006448019477151483,805158415.5817212,0.0,0.0,0.0,0.0,0.0,5158415.581721187,Buy-and-Hold Strategy
16892,805158721.9585916,0.006448402448239476,805158721.9585916,0.0,0.0,0.0,0.0,0.0,5158721.95859158,Buy-and-Hold Strategy
16893,805159028.3355786,0.006448785419473201,805159028.3355786,0.0,0.0,0.0,0.0,0.0,5159028.335578561,Buy-and-Hold Strategy
16894,805159334.7126821,0.00644916839085266,805159334.7126821,0.0,0.0,0.0,0.0,0.0,5159334.712682128,Buy-and-Hold Strategy
16895,805159641.0899023,0.006449551362377852,805159641.0899023,0.0,0.0,0.0,0.0,0.0,5159641.089902282,Buy-and-Hold Strategy
16896,805159947.467239,0.006449934334048777,805159947.467239,0.0,0.0,0.0,0.0,0.0,5159947.467239022,Buy-and-Hold Strategy
16897,805160253.8446923,0.006450317305865437,805160253.8446923,0.0,0.0,0.0,0.0,0.0,5160253.844692349,Buy-and-Hold Strategy
16898,805160560.2222623,0.0064507002778278295,805160560.2222623,0.0,0.0,0.0,0.0,0.0,5160560.222262263,Buy-and-Hold Strategy
16899,805160866.5999488,0.0064510832499359546,805160866.5999488,0.0,0.0,0.0,0.0,0.0,5160866.599948764,Buy-and-Hold Strategy
16900,805161172.9777519,0.006451466222189814,805161172.9777519,0.0,0.0,0.0,0.0,0.0,5161172.977751851,Buy-and-Hold Strategy
16901,805161479.3556715,0.006451849194589406,805161479.3556715,0.0,0.0,0.0,0.0,0.0,5161479.355671525,Buy-and-Hold Strategy
16902,805161785.7337078,0.006452232167134732,805161785.7337078,0.0,0.0,0.0,0.0,0.0,5161785.733707786,Buy-and-Hold Strategy
16903,805162092.1118606,0.006452615139825791,805162092.1118606,0.0,0.0,0.0,0.0,0.0,5162092.111860633,Buy-and-Hold Strategy
16904,805162398.4901301,0.006452998112662584,805162398.4901301,0.0,0.0,0.0,0.0,0.0,5162398.490130067,Buy-and-Hold Strategy
16905,805162704.8685161,0.006453381085645109,805162704.8685161,0.0,0.0,0.0,0.0,0.0,5162704.8685160875,Buy-and-Hold Strategy
16906,805163011.2470187,0.006453764058773369,805163011.2470187,0.0,0.0,0.0,0.0,0.0,5163011.247018695,Buy-and-Hold Strategy
16907,805163317.6256378,0.0064541470320472125,805163317.6256378,0.0,0.0,0.0,0.0,0.0,5163317.62563777,Buy-and-Hold Strategy
16908,805163624.0043734,0.006454530005466789,805163624.0043734,0.0,0.0,0.0,0.0,0.0,5163624.004373431,Buy-and-Hold Strategy
16909,805163930.3832257,0.0064549129790320995,805163930.3832257,0.0,0.0,0.0,0.0,0.0,5163930.383225679,Buy-and-Hold Strategy
16910,805164236.7621945,0.006455295952743143,805164236.7621945,0.0,0.0,0.0,0.0,0.0,5164236.762194514,Buy-and-Hold Strategy
16911,805164543.1412799,0.0064556789265999195,805164543.1412799,0.0,0.0,0.0,0.0,0.0,5164543.141279936,Buy-and-Hold Strategy
16912,805164849.520482,0.00645606190060243,805164849.520482,0.0,0.0,0.0,0.0,0.0,5164849.520481944,Buy-and-Hold Strategy
16913,805165155.8998005,0.006456444874750673,805165155.8998005,0.0,0.0,0.0,0.0,0.0,5165155.899800539,Buy-and-Hold Strategy
16914,805165462.2792357,0.006456827849044651,805165462.2792357,0.0,0.0,0.0,0.0,0.0,5165462.279235721,Buy-and-Hold Strategy
16915,805165768.6587875,0.006457210823484361,805165768.6587875,0.0,0.0,0.0,0.0,0.0,5165768.658787489,Buy-and-Hold Strategy
16916,805166075.0384558,0.006457593798069805,805166075.0384558,0.0,0.0,0.0,0.0,0.0,5166075.038455844,Buy-and-Hold Strategy
16917,805166381.4182408,0.006457976772800982,805166381.4182408,0.0,0.0,0.0,0.0,0.0,5166381.418240786,Buy-and-Hold Strategy
16918,805166687.7981423,0.006458359747677892,805166687.7981423,0.0,0.0,0.0,0.0,0.0,5166687.798142314,Buy-and-Hold Strategy
16919,805166994.1781604,0.0064587427227005365,805166994.1781604,0.0,0.0,0.0,0.0,0.0,5166994.178160429,Buy-and-Hold Strategy
16920,805167300.5582951,0.006459125697868913,805167300.5582951,0.0,0.0,0.0,0.0,0.0,5167300.558295131,Buy-and-Hold Strategy
16921,805167606.9385464,0.006459508673183024,805167606.9385464,0.0,0.0,0.0,0.0,0.0,5167606.938546419,Buy-and-Hold Strategy
16922,805167913.3189143,0.0064598916486428674,805167913.3189143,0.0,0.0,0.0,0.0,0.0,5167913.318914294,Buy-and-Hold Strategy
16923,805168219.6993988,0.006460274624248445,805168219.6993988,0.0,0.0,0.0,0.0,0.0,5168219.699398756,Buy-and-Hold Strategy
16924,805168526.0799998,0.0064606575999997555,805168526.0799998,0.0,0.0,0.0,0.0,0.0,5168526.0799998045,Buy-and-Hold Strategy
16925,805168832.4607174,0.006461040575896799,805168832.4607174,0.0,0.0,0.0,0.0,0.0,5168832.46071744,Buy-and-Hold Strategy
16926,805169138.8415517,0.0064614235519395765,805169138.8415517,0.0,0.0,0.0,0.0,0.0,5169138.8415516615,Buy-and-Hold Strategy
16927,805169445.2225025,0.006461806528128088,805169445.2225025,0.0,0.0,0.0,0.0,0.0,5169445.22250247,Buy-and-Hold Strategy
16928,805169751.6035699,0.006462189504462331,805169751.6035699,0.0,0.0,0.0,0.0,0.0,5169751.603569865,Buy-and-Hold Strategy
16929,805170057.9847538,0.006462572480942309,805170057.9847538,0.0,0.0,0.0,0.0,0.0,5170057.984753847,Buy-and-Hold Strategy
16930,805170364.3660544,0.006462955457568019,805170364.3660544,0.0,0.0,0.0,0.0,0.0,5170364.366054416,Buy-and-Hold Strategy
16931,805170670.7474716,0.006463338434339464,805170670.7474716,0.0,0.0,0.0,0.0,0.0,5170670.747471571,Buy-and-Hold Strategy
16932,805170977.1290053,0.006463721411256641,805170977.1290053,0.0,0.0,0.0,0.0,0.0,5170977.129005313,Buy-and-Hold Strategy
16933,805171283.5106556,0.006464104388319552,805171283.5106556,0.0,0.0,0.0,0.0,0.0,5171283.510655642,Buy-and-Hold Strategy
16934,805171589.8924226,0.006464487365528196,805171589.8924226,0.0,0.0,0.0,0.0,0.0,5171589.892422557,Buy-and-Hold Strategy
16935,805171896.274306,0.006464870342882573,805171896.274306,0.0,0.0,0.0,0.0,0.0,5171896.274306059,Buy-and-Hold Strategy
16936,805172202.6563061,0.006465253320382685,805172202.6563061,0.0,0.0,0.0,0.0,0.0,5172202.656306148,Buy-and-Hold Strategy
16937,805172509.0384228,0.006465636298028528,805172509.0384228,0.0,0.0,0.0,0.0,0.0,5172509.038422823,Buy-and-Hold Strategy
16938,805172815.4206561,0.006466019275820106,805172815.4206561,0.0,0.0,0.0,0.0,0.0,5172815.420656085,Buy-and-Hold Strategy
16939,805173121.8030059,0.006466402253757417,805173121.8030059,0.0,0.0,0.0,0.0,0.0,5173121.803005934,Buy-and-Hold Strategy
16940,805173428.1854724,0.006466785231840462,805173428.1854724,0.0,0.0,0.0,0.0,0.0,5173428.185472369,Buy-and-Hold Strategy
16941,805173734.5680553,0.00646716821006909,805173734.5680553,0.0,0.0,0.0,0.0,0.0,5173734.568055272,Buy-and-Hold Strategy
16942,805174040.9507548,0.006467551188443452,805174040.9507548,0.0,0.0,0.0,0.0,0.0,5174040.950754762,Buy-and-Hold Strategy
16943,805174347.3335708,0.006467934166963548,805174347.3335708,0.0,0.0,0.0,0.0,0.0,5174347.333570838,Buy-and-Hold Strategy
16944,805174653.7165035,0.006468317145629376,805174653.7165035,0.0,0.0,0.0,0.0,0.0,5174653.716503501,Buy-and-Hold Strategy
16945,805174960.0995528,0.006468700124440938,805174960.0995528,0.0,0.0,0.0,0.0,0.0,5174960.099552751,Buy-and-Hold Strategy
16946,805175266.4827186,0.006469083103398234,805175266.4827186,0.0,0.0,0.0,0.0,0.0,5175266.482718587,Buy-and-Hold Strategy
16947,805175572.866001,0.006469466082501262,805175572.866001,0.0,0.0,0.0,0.0,0.0,5175572.86600101,Buy-and-Hold Strategy
16948,805175879.2494,0.006469849061750025,805175879.2494,0.0,0.0,0.0,0.0,0.0,5175879.24940002,Buy-and-Hold Strategy
16949,805176185.6329156,0.00647023204114452,805176185.6329156,0.0,0.0,0.0,0.0,0.0,5176185.632915616,Buy-and-Hold Strategy
16950,805176492.0165478,0.006470615020684749,805176492.0165478,0.0,0.0,0.0,0.0,0.0,5176492.016547799,Buy-and-Hold Strategy
16951,805176798.4002966,0.006470998000370711,805176798.4002966,0.0,0.0,0.0,0.0,0.0,5176798.400296569,Buy-and-Hold Strategy
16952,805177104.7841619,0.006471380980202407,805177104.7841619,0.0,0.0,0.0,0.0,0.0,5177104.784161925,Buy-and-Hold Strategy
16953,805177411.1681439,0.006471763960179836,805177411.1681439,0.0,0.0,0.0,0.0,0.0,5177411.168143868,Buy-and-Hold Strategy
16954,805177717.5522424,0.006472146940302998,805177717.5522424,0.0,0.0,0.0,0.0,0.0,5177717.552242398,Buy-and-Hold Strategy
16955,805178023.9364575,0.006472529920571893,805178023.9364575,0.0,0.0,0.0,0.0,0.0,5178023.936457515,Buy-and-Hold Strategy
16956,805178330.3207892,0.006472912900986522,805178330.3207892,0.0,0.0,0.0,0.0,0.0,5178330.320789218,Buy-and-Hold Strategy
16957,805178636.7052375,0.0064732958815468845,805178636.7052375,0.0,0.0,0.0,0.0,0.0,5178636.705237508,Buy-and-Hold Strategy
16958,805178943.0898024,0.006473678862252981,805178943.0898024,0.0,0.0,0.0,0.0,0.0,5178943.089802384,Buy-and-Hold Strategy
16959,805179249.4744838,0.00647406184310481,805179249.4744838,0.0,0.0,0.0,0.0,0.0,5179249.474483848,Buy-and-Hold Strategy
16960,805179555.8592819,0.006474444824102372,805179555.8592819,0.0,0.0,0.0,0.0,0.0,5179555.859281898,Buy-and-Hold Strategy
16961,805179862.2441965,0.006474827805245668,805179862.2441965,0.0,0.0,0.0,0.0,0.0,5179862.244196534,Buy-and-Hold Strategy
16962,805180168.6292278,0.006475210786534697,805180168.6292278,0.0,0.0,0.0,0.0,0.0,5180168.629227757,Buy-and-Hold Strategy
16963,805180475.0143756,0.00647559376796946,805180475.0143756,0.0,0.0,0.0,0.0,0.0,5180475.014375567,Buy-and-Hold Strategy
16964,805180781.39964,0.006475976749549955,805180781.39964,0.0,0.0,0.0,0.0,0.0,5180781.399639964,Buy-and-Hold Strategy
16965,805181087.785021,0.006476359731276185,805181087.785021,0.0,0.0,0.0,0.0,0.0,5181087.785020947,Buy-and-Hold Strategy
16966,805181394.1705185,0.006476742713148147,805181394.1705185,0.0,0.0,0.0,0.0,0.0,5181394.1705185175,Buy-and-Hold Strategy
16967,805181700.5561327,0.006477125695165843,805181700.5561327,0.0,0.0,0.0,0.0,0.0,5181700.556132674,Buy-and-Hold Strategy
16968,805182006.9418634,0.006477508677329272,805182006.9418634,0.0,0.0,0.0,0.0,0.0,5182006.941863418,Buy-and-Hold Strategy
16969,805182313.3277107,0.0064778916596384345,805182313.3277107,0.0,0.0,0.0,0.0,0.0,5182313.327710748,Buy-and-Hold Strategy
16970,805182619.7136747,0.006478274642093331,805182619.7136747,0.0,0.0,0.0,0.0,0.0,5182619.7136746645,Buy-and-Hold Strategy
16971,805182926.0997552,0.00647865762469396,805182926.0997552,0.0,0.0,0.0,0.0,0.0,5182926.099755168,Buy-and-Hold Strategy
16972,805183232.4859523,0.006479040607440323,805183232.4859523,0.0,0.0,0.0,0.0,0.0,5183232.485952258,Buy-and-Hold Strategy
16973,805183538.8722659,0.006479423590332419,805183538.8722659,0.0,0.0,0.0,0.0,0.0,5183538.872265935,Buy-and-Hold Strategy
16974,805183845.2586962,0.006479806573370248,805183845.2586962,0.0,0.0,0.0,0.0,0.0,5183845.258696198,Buy-and-Hold Strategy
16975,805184151.645243,0.006480189556553811,805184151.645243,0.0,0.0,0.0,0.0,0.0,5184151.645243049,Buy-and-Hold Strategy
16976,805184458.0319065,0.0064805725398831065,805184458.0319065,0.0,0.0,0.0,0.0,0.0,5184458.031906486,Buy-and-Hold Strategy
16977,805184764.4186865,0.006480955523358136,805184764.4186865,0.0,0.0,0.0,0.0,0.0,5184764.418686509,Buy-and-Hold Strategy
16978,805185070.8055831,0.0064813385069788995,805185070.8055831,0.0,0.0,0.0,0.0,0.0,5185070.805583119,Buy-and-Hold Strategy
16979,805185377.1925963,0.006481721490745395,805185377.1925963,0.0,0.0,0.0,0.0,0.0,5185377.192596316,Buy-and-Hold Strategy
16980,805185683.5797261,0.006482104474657625,805185683.5797261,0.0,0.0,0.0,0.0,0.0,5185683.5797261,Buy-and-Hold Strategy
16981,805185989.9669725,0.0064824874587155875,805185989.9669725,0.0,0.0,0.0,0.0,0.0,5185989.96697247,Buy-and-Hold Strategy
16982,805186296.3543354,0.0064828704429192845,805186296.3543354,0.0,0.0,0.0,0.0,0.0,5186296.354335427,Buy-and-Hold Strategy
16983,805186602.741815,0.006483253427268714,805186602.741815,0.0,0.0,0.0,0.0,0.0,5186602.741814971,Buy-and-Hold Strategy
16984,805186909.1294111,0.0064836364117638766,805186909.1294111,0.0,0.0,0.0,0.0,0.0,5186909.129411101,Buy-and-Hold Strategy
16985,805187215.5171238,0.006484019396404773,805187215.5171238,0.0,0.0,0.0,0.0,0.0,5187215.517123818,Buy-and-Hold Strategy
16986,805187521.9049531,0.0064844023811914024,805187521.9049531,0.0,0.0,0.0,0.0,0.0,5187521.904953122,Buy-and-Hold Strategy
16987,805187828.292899,0.006484785366123766,805187828.292899,0.0,0.0,0.0,0.0,0.0,5187828.292899013,Buy-and-Hold Strategy
16988,805188134.6809615,0.006485168351201862,805188134.6809615,0.0,0.0,0.0,0.0,0.0,5188134.68096149,Buy-and-Hold Strategy
16989,805188441.0691406,0.006485551336425692,805188441.0691406,0.0,0.0,0.0,0.0,0.0,5188441.0691405535,Buy-and-Hold Strategy
16990,805188747.4574362,0.006485934321795255,805188747.4574362,0.0,0.0,0.0,0.0,0.0,5188747.457436204,Buy-and-Hold Strategy
16991,805189053.8458484,0.006486317307310551,805189053.8458484,0.0,0.0,0.0,0.0,0.0,5189053.845848441,Buy-and-Hold Strategy
