timestep,portfolio_value_usd,total_return,cash_usd,capacity_value_usd,wind_capacity_mw,solar_capacity_mw,hydro_capacity_mw,battery_soc,risk_free_return,method
623,800189672.3689771,0.00023709046122133732,800189672.3689771,0.0,0.0,0.0,0.0,0.0,189672.36897706985,Buy-and-Hold Strategy
624,800189976.8551537,0.0002374710689420998,800189976.8551537,0.0,0.0,0.0,0.0,0.0,189976.85515367985,Buy-and-Hold Strategy
625,800190281.3414462,0.0002378516768077016,800190281.3414462,0.0,0.0,0.0,0.0,0.0,190281.34144616127,Buy-and-Hold Strategy
626,800190585.8278545,0.00023823228481814265,800190585.8278545,0.0,0.0,0.0,0.0,0.0,190585.82785451412,Buy-and-Hold Strategy
627,800190890.3143787,0.00023861289297342301,800190890.3143787,0.0,0.0,0.0,0.0,0.0,190890.3143787384,Buy-and-Hold Strategy
628,800191194.8010188,0.00023899350127354265,800191194.8010188,0.0,0.0,0.0,0.0,0.0,191194.8010188341,Buy-and-Hold Strategy
629,800191499.2877748,0.00023937410971850158,800191499.2877748,0.0,0.0,0.0,0.0,0.0,191499.28777480125,Buy-and-Hold Strategy
630,800191803.7746466,0.00023975471830829979,800191803.7746466,0.0,0.0,0.0,0.0,0.0,191803.77464663982,Buy-and-Hold Strategy
631,800192108.2616343,0.0002401353270429373,800192108.2616343,0.0,0.0,0.0,0.0,0.0,192108.26163434982,Buy-and-Hold Strategy
632,800192412.7487379,0.00024051593592241407,800192412.7487379,0.0,0.0,0.0,0.0,0.0,192412.74873793125,Buy-and-Hold Strategy
633,800192717.2359574,0.00024089654494673015,800192717.2359574,0.0,0.0,0.0,0.0,0.0,192717.2359573841,Buy-and-Hold Strategy
634,800193021.7232926,0.00024127715411573648,800193021.7232926,0.0,0.0,0.0,0.0,0.0,193021.7232925892,Buy-and-Hold Strategy
635,800193326.2107437,0.00024165776342958213,800193326.2107437,0.0,0.0,0.0,0.0,0.0,193326.2107436657,Buy-and-Hold Strategy
636,800193630.6983106,0.00024203837288826703,800193630.6983106,0.0,0.0,0.0,0.0,0.0,193630.69831061363,Buy-and-Hold Strategy
637,800193935.1859934,0.00024241898249179126,800193935.1859934,0.0,0.0,0.0,0.0,0.0,193935.185993433,Buy-and-Hold Strategy
638,800194239.6737921,0.00024279959224015474,800194239.6737921,0.0,0.0,0.0,0.0,0.0,194239.6737921238,Buy-and-Hold Strategy
639,800194544.1617067,0.00024318020213335754,800194544.1617067,0.0,0.0,0.0,0.0,0.0,194544.16170668602,Buy-and-Hold Strategy
640,800194848.6497371,0.00024356081217139958,800194848.6497371,0.0,0.0,0.0,0.0,0.0,194848.64973711967,Buy-and-Hold Strategy
641,800195153.1378834,0.00024394142235428096,800195153.1378834,0.0,0.0,0.0,0.0,0.0,195153.13788342476,Buy-and-Hold Strategy
642,800195457.6261456,0.0002443220326820016,800195457.6261456,0.0,0.0,0.0,0.0,0.0,195457.62614560127,Buy-and-Hold Strategy
643,800195762.1145236,0.0002447026431545615,800195762.1145236,0.0,0.0,0.0,0.0,0.0,195762.11452364922,Buy-and-Hold Strategy
644,800196066.6030176,0.00024508325377196075,800196066.6030176,0.0,0.0,0.0,0.0,0.0,196066.6030175686,Buy-and-Hold Strategy
645,800196371.0916274,0.00024546386453419924,800196371.0916274,0.0,0.0,0.0,0.0,0.0,196371.0916273594,Buy-and-Hold Strategy
646,800196675.580353,0.000245844475441277,800196675.580353,0.0,0.0,0.0,0.0,0.0,196675.58035302162,Buy-and-Hold Strategy
647,800196980.0691946,0.0002462250864931941,800196980.0691946,0.0,0.0,0.0,0.0,0.0,196980.06919455528,Buy-and-Hold Strategy
648,800197284.558152,0.00024660569768995046,800197284.558152,0.0,0.0,0.0,0.0,0.0,197284.55815196037,Buy-and-Hold Strategy
649,800197589.0472251,0.0002469863090313971,800197589.0472251,0.0,0.0,0.0,0.0,0.0,197589.04722511768,Buy-and-Hold Strategy
650,800197893.5364141,0.000247366920517683,800197893.5364141,0.0,0.0,0.0,0.0,0.0,197893.53641414642,Buy-and-Hold Strategy
651,800198198.025719,0.00024774753214880824,800198198.025719,0.0,0.0,0.0,0.0,0.0,198198.0257190466,Buy-and-Hold Strategy
652,800198502.5151398,0.00024812814392477273,800198502.5151398,0.0,0.0,0.0,0.0,0.0,198502.5151398182,Buy-and-Hold Strategy
653,800198807.0046765,0.00024850875584557654,800198807.0046765,0.0,0.0,0.0,0.0,0.0,198807.00467646122,Buy-and-Hold Strategy
654,800199111.494329,0.0002488893679112196,800199111.494329,0.0,0.0,0.0,0.0,0.0,199111.49432897568,Buy-and-Hold Strategy
655,800199415.9840974,0.00024926998012170194,800199415.9840974,0.0,0.0,0.0,0.0,0.0,199415.98409736156,Buy-and-Hold Strategy
656,800199720.4739816,0.0002496505924770236,800199720.4739816,0.0,0.0,0.0,0.0,0.0,199720.47398161888,Buy-and-Hold Strategy
657,800200024.9639817,0.00025003120497718454,800200024.9639817,0.0,0.0,0.0,0.0,0.0,200024.96398174763,Buy-and-Hold Strategy
658,800200329.4540977,0.00025041181762218477,800200329.4540977,0.0,0.0,0.0,0.0,0.0,200329.4540977478,Buy-and-Hold Strategy
659,800200633.9443296,0.0002507924304120243,800200633.9443296,0.0,0.0,0.0,0.0,0.0,200633.9443296194,Buy-and-Hold Strategy
660,800200938.4346774,0.00025117304334670306,800200938.4346774,0.0,0.0,0.0,0.0,0.0,200938.43467736244,Buy-and-Hold Strategy
661,800201242.925141,0.0002515536564262211,800201242.925141,0.0,0.0,0.0,0.0,0.0,201242.9251409769,Buy-and-Hold Strategy
662,800201547.4157205,0.0002519342696505785,800201547.4157205,0.0,0.0,0.0,0.0,0.0,201547.4157204628,Buy-and-Hold Strategy
663,800201851.9064158,0.00025231488301977515,800201851.9064158,0.0,0.0,0.0,0.0,0.0,201851.90641582012,Buy-and-Hold Strategy
664,800202156.3972269,0.0002526954965336621,800202156.3972269,0.0,0.0,0.0,0.0,0.0,202156.39722692966,Buy-and-Hold Strategy
665,800202460.8881539,0.0002530761101923883,800202460.8881539,0.0,0.0,0.0,0.0,0.0,202460.88815391064,Buy-and-Hold Strategy
666,800202765.3791968,0.0002534567239959538,800202765.3791968,0.0,0.0,0.0,0.0,0.0,202765.37919676304,Buy-and-Hold Strategy
667,800203069.8703555,0.00025383733794435856,800203069.8703555,0.0,0.0,0.0,0.0,0.0,203069.87035548687,Buy-and-Hold Strategy
668,800203374.3616301,0.00025421795203760267,800203374.3616301,0.0,0.0,0.0,0.0,0.0,203374.36163008213,Buy-and-Hold Strategy
669,800203678.8530205,0.00025459856627568604,800203678.8530205,0.0,0.0,0.0,0.0,0.0,203678.85302054882,Buy-and-Hold Strategy
670,800203983.3445269,0.0002549791806586087,800203983.3445269,0.0,0.0,0.0,0.0,0.0,203983.34452688694,Buy-and-Hold Strategy
671,800204287.8361491,0.0002553597951863706,800204287.8361491,0.0,0.0,0.0,0.0,0.0,204287.8361490965,Buy-and-Hold Strategy
672,800204592.3278872,0.0002557404098589718,800204592.3278872,0.0,0.0,0.0,0.0,0.0,204592.32788717747,Buy-and-Hold Strategy
673,800204896.8197411,0.00025612102467641233,800204896.8197411,0.0,0.0,0.0,0.0,0.0,204896.81974112988,Buy-and-Hold Strategy
674,800205201.311711,0.0002565016396386921,800205201.311711,0.0,0.0,0.0,0.0,0.0,205201.3117109537,Buy-and-Hold Strategy
675,800205505.8037966,0.00025688225474581125,800205505.8037966,0.0,0.0,0.0,0.0,0.0,205505.80379664898,Buy-and-Hold Strategy
676,800205810.2959982,0.0002572628699977696,800205810.2959982,0.0,0.0,0.0,0.0,0.0,205810.29599821568,Buy-and-Hold Strategy
677,800206114.7883157,0.00025764348539456726,800206114.7883157,0.0,0.0,0.0,0.0,0.0,206114.7883156538,Buy-and-Hold Strategy
678,800206419.280749,0.0002580241009362042,800206419.280749,0.0,0.0,0.0,0.0,0.0,206419.28074896336,Buy-and-Hold Strategy
679,800206723.7732981,0.0002584047166226804,800206723.7732981,0.0,0.0,0.0,0.0,0.0,206723.77329814434,Buy-and-Hold Strategy
680,800207028.2659632,0.00025878533245399596,800207028.2659632,0.0,0.0,0.0,0.0,0.0,207028.26596319675,Buy-and-Hold Strategy
681,800207332.758744,0.00025916594843000175,800207332.758744,0.0,0.0,0.0,0.0,0.0,207332.7587440014,Buy-and-Hold Strategy
682,800207637.2516407,0.0002595465645508468,800207637.2516407,0.0,0.0,0.0,0.0,0.0,207637.25164067745,Buy-and-Hold Strategy
683,800207941.7446532,0.0002599271808165312,800207941.7446532,0.0,0.0,0.0,0.0,0.0,207941.74465322495,Buy-and-Hold Strategy
684,800208246.2377816,0.0002603077972270548,800208246.2377816,0.0,0.0,0.0,0.0,0.0,208246.23778164387,Buy-and-Hold Strategy
685,800208550.7310259,0.00026068841378241775,800208550.7310259,0.0,0.0,0.0,0.0,0.0,208550.73102593422,Buy-and-Hold Strategy
686,800208855.2243861,0.00026106903048262,800208855.2243861,0.0,0.0,0.0,0.0,0.0,208855.224386096,Buy-and-Hold Strategy
687,800209159.7178621,0.0002614496473276615,800209159.7178621,0.0,0.0,0.0,0.0,0.0,209159.7178621292,Buy-and-Hold Strategy
688,800209464.211454,0.0002618302643175423,800209464.211454,0.0,0.0,0.0,0.0,0.0,209464.21145403385,Buy-and-Hold Strategy
689,800209768.7051618,0.0002622108814522624,800209768.7051618,0.0,0.0,0.0,0.0,0.0,209768.70516180992,Buy-and-Hold Strategy
690,800210073.1989855,0.0002625914987318218,800210073.1989855,0.0,0.0,0.0,0.0,0.0,210073.19898545742,Buy-and-Hold Strategy
691,800210377.692925,0.00026297211615622043,800210377.692925,0.0,0.0,0.0,0.0,0.0,210377.69292497635,Buy-and-Hold Strategy
692,800210682.1869804,0.0002633527337254584,800210682.1869804,0.0,0.0,0.0,0.0,0.0,210682.1869803667,Buy-and-Hold Strategy
693,800210986.6811516,0.0002637333514395356,800210986.6811516,0.0,0.0,0.0,0.0,0.0,210986.6811516285,Buy-and-Hold Strategy
694,800211291.1754388,0.0002641139692984521,800211291.1754388,0.0,0.0,0.0,0.0,0.0,211291.1754387617,Buy-and-Hold Strategy
695,800211595.6698418,0.00026449458730220794,800211595.6698418,0.0,0.0,0.0,0.0,0.0,211595.66984176636,Buy-and-Hold Strategy
696,800211900.1643606,0.00026487520545080305,800211900.1643606,0.0,0.0,0.0,0.0,0.0,211900.16436064243,Buy-and-Hold Strategy
697,800212204.6589954,0.0002652558237442374,800212204.6589954,0.0,0.0,0.0,0.0,0.0,212204.65899538994,Buy-and-Hold Strategy
698,800212509.153746,0.00026563644218251107,800212509.153746,0.0,0.0,0.0,0.0,0.0,212509.15374600887,Buy-and-Hold Strategy
699,800212813.6486125,0.00026601706076562404,800212813.6486125,0.0,0.0,0.0,0.0,0.0,212813.64861249924,Buy-and-Hold Strategy
700,800213118.1435947,0.00026639767949342727,800213118.1435947,0.0,0.0,0.0,0.0,0.0,213118.14359474182,Buy-and-Hold Strategy
701,800213422.6386929,0.0002667782983660698,800213422.6386929,0.0,0.0,0.0,0.0,0.0,213422.63869285583,Buy-and-Hold Strategy
702,800213727.1339068,0.0002671589173835516,800213727.1339068,0.0,0.0,0.0,0.0,0.0,213727.13390684128,Buy-and-Hold Strategy
703,800214031.6292367,0.0002675395365458727,800214031.6292367,0.0,0.0,0.0,0.0,0.0,214031.62923669815,Buy-and-Hold Strategy
704,800214336.1246824,0.00026792015585303306,800214336.1246824,0.0,0.0,0.0,0.0,0.0,214336.12468242645,Buy-and-Hold Strategy
705,800214640.620244,0.00026830077530503276,800214640.620244,0.0,0.0,0.0,0.0,0.0,214640.62024402618,Buy-and-Hold Strategy
706,800214945.1159215,0.00026868139490187167,800214945.1159215,0.0,0.0,0.0,0.0,0.0,214945.11592149734,Buy-and-Hold Strategy
707,800215249.6117148,0.0002690620146435499,800215249.6117148,0.0,0.0,0.0,0.0,0.0,215249.61171483994,Buy-and-Hold Strategy
708,800215554.107624,0.00026944263453006743,800215554.107624,0.0,0.0,0.0,0.0,0.0,215554.10762405396,Buy-and-Hold Strategy
709,800215858.6036491,0.0002698232545614243,800215858.6036491,0.0,0.0,0.0,0.0,0.0,215858.6036491394,Buy-and-Hold Strategy
710,800216163.0997901,0.00027020387473762034,800216163.0997901,0.0,0.0,0.0,0.0,0.0,216163.09979009628,Buy-and-Hold Strategy
711,800216467.5960469,0.00027058449505865573,800216467.5960469,0.0,0.0,0.0,0.0,0.0,216467.5960469246,Buy-and-Hold Strategy
712,800216772.0924196,0.0002709651155245304,800216772.0924196,0.0,0.0,0.0,0.0,0.0,216772.09241962433,Buy-and-Hold Strategy
713,800217076.5889082,0.0002713457361352444,800217076.5889082,0.0,0.0,0.0,0.0,0.0,217076.5889081955,Buy-and-Hold Strategy
714,800217381.0855126,0.0002717263568907976,800217381.0855126,0.0,0.0,0.0,0.0,0.0,217381.0855126381,Buy-and-Hold Strategy
715,800217685.582233,0.0002721069777911901,800217685.582233,0.0,0.0,0.0,0.0,0.0,217685.58223295212,Buy-and-Hold Strategy
716,800217990.0790691,0.000272487598836422,800217990.0790691,0.0,0.0,0.0,0.0,0.0,217990.07906913757,Buy-and-Hold Strategy
717,800218294.5760212,0.00027286822002649307,800218294.5760212,0.0,0.0,0.0,0.0,0.0,218294.57602119446,Buy-and-Hold Strategy
718,800218599.0730891,0.0002732488413614035,800218599.0730891,0.0,0.0,0.0,0.0,0.0,218599.07308912277,Buy-and-Hold Strategy
719,800218903.5702729,0.00027362946284115316,800218903.5702729,0.0,0.0,0.0,0.0,0.0,218903.57027292252,Buy-and-Hold Strategy
720,800219208.0675726,0.0002740100844657421,800219208.0675726,0.0,0.0,0.0,0.0,0.0,219208.0675725937,Buy-and-Hold Strategy
721,800219512.5649881,0.00027439070623517034,800219512.5649881,0.0,0.0,0.0,0.0,0.0,219512.5649881363,Buy-and-Hold Strategy
722,800219817.0625196,0.0002747713281494379,800219817.0625196,0.0,0.0,0.0,0.0,0.0,219817.06251955032,Buy-and-Hold Strategy
723,800220121.5601667,0.0002751519502083957,800220121.5601667,0.0,0.0,0.0,0.0,0.0,220121.56016671658,Buy-and-Hold Strategy
724,800220426.0579298,0.00027553257241219283,800220426.0579298,0.0,0.0,0.0,0.0,0.0,220426.05792975426,Buy-and-Hold Strategy
725,800220730.5558087,0.00027591319476082924,800220730.5558087,0.0,0.0,0.0,0.0,0.0,220730.55580866337,Buy-and-Hold Strategy
726,800221035.0538034,0.0002762938172543049,800221035.0538034,0.0,0.0,0.0,0.0,0.0,221035.0538034439,Buy-and-Hold Strategy
727,800221339.5519141,0.00027667443989261986,800221339.5519141,0.0,0.0,0.0,0.0,0.0,221339.55191409588,Buy-and-Hold Strategy
728,800221644.0501406,0.0002770550626757741,800221644.0501406,0.0,0.0,0.0,0.0,0.0,221644.05014061928,Buy-and-Hold Strategy
729,800221948.548483,0.00027743568560376764,800221948.548483,0.0,0.0,0.0,0.0,0.0,221948.5484830141,Buy-and-Hold Strategy
730,800222253.0469413,0.00027781630867660046,800222253.0469413,0.0,0.0,0.0,0.0,0.0,222253.04694128036,Buy-and-Hold Strategy
731,800222557.5455154,0.00027819693189427256,800222557.5455154,0.0,0.0,0.0,0.0,0.0,222557.54551541805,Buy-and-Hold Strategy
732,800222862.0442054,0.000278577555256784,800222862.0442054,0.0,0.0,0.0,0.0,0.0,222862.04420542717,Buy-and-Hold Strategy
733,800223166.5430113,0.0002789581787641346,800223166.5430113,0.0,0.0,0.0,0.0,0.0,223166.54301130772,Buy-and-Hold Strategy
734,800223471.0419331,0.0002793388024163246,800223471.0419331,0.0,0.0,0.0,0.0,0.0,223471.0419330597,Buy-and-Hold Strategy
735,800223775.5409707,0.0002797194262133539,800223775.5409707,0.0,0.0,0.0,0.0,0.0,223775.5409706831,Buy-and-Hold Strategy
736,800224080.0401242,0.0002801000501552224,800224080.0401242,0.0,0.0,0.0,0.0,0.0,224080.04012417793,Buy-and-Hold Strategy
737,800224384.5393935,0.00028048067424193024,800224384.5393935,0.0,0.0,0.0,0.0,0.0,224384.5393935442,Buy-and-Hold Strategy
738,800224689.0387788,0.00028086129847347736,800224689.0387788,0.0,0.0,0.0,0.0,0.0,224689.0387787819,Buy-and-Hold Strategy
739,800224993.5382799,0.00028124192284986375,800224993.5382799,0.0,0.0,0.0,0.0,0.0,224993.538279891,Buy-and-Hold Strategy
740,800225298.0378969,0.00028162254737108946,800225298.0378969,0.0,0.0,0.0,0.0,0.0,225298.03789687157,Buy-and-Hold Strategy
741,800225602.5376297,0.00028200317203715445,800225602.5376297,0.0,0.0,0.0,0.0,0.0,225602.53762972355,Buy-and-Hold Strategy
742,800225907.0374784,0.0002823837968480587,800225907.0374784,0.0,0.0,0.0,0.0,0.0,225907.03747844696,Buy-and-Hold Strategy
743,800226211.537443,0.00028276442180380225,800226211.537443,0.0,0.0,0.0,0.0,0.0,226211.5374430418,Buy-and-Hold Strategy
744,800226516.0375235,0.0002831450469043851,800226516.0375235,0.0,0.0,0.0,0.0,0.0,226516.03752350807,Buy-and-Hold Strategy
745,800226820.5377198,0.00028352567214980724,800226820.5377198,0.0,0.0,0.0,0.0,0.0,226820.53771984577,Buy-and-Hold Strategy
746,800227125.038032,0.00028390629754006865,800227125.038032,0.0,0.0,0.0,0.0,0.0,227125.0380320549,Buy-and-Hold Strategy
747,800227429.5384601,0.00028428692307516933,800227429.5384601,0.0,0.0,0.0,0.0,0.0,227429.53846013546,Buy-and-Hold Strategy
748,800227734.0390041,0.00028466754875510934,800227734.0390041,0.0,0.0,0.0,0.0,0.0,227734.03900408745,Buy-and-Hold Strategy
749,800228038.5396639,0.00028504817457988856,800228038.5396639,0.0,0.0,0.0,0.0,0.0,228038.53966391087,Buy-and-Hold Strategy
750,800228343.0404396,0.0002854288005495071,800228343.0404396,0.0,0.0,0.0,0.0,0.0,228343.0404396057,Buy-and-Hold Strategy
751,800228647.541331,0.00028580942666381597,800228647.541331,0.0,0.0,0.0,0.0,0.0,228647.54133105278,Buy-and-Hold Strategy
752,800228952.0423384,0.0002861900529229641,800228952.0423384,0.0,0.0,0.0,0.0,0.0,228952.04233837128,Buy-and-Hold Strategy
753,800229256.5434616,0.0002865706793269515,800229256.5434616,0.0,0.0,0.0,0.0,0.0,229256.5434615612,Buy-and-Hold Strategy
754,800229561.0447006,0.0002869513058757782,800229561.0447006,0.0,0.0,0.0,0.0,0.0,229561.04470062256,Buy-and-Hold Strategy
755,800229865.5460556,0.0002873319325694442,800229865.5460556,0.0,0.0,0.0,0.0,0.0,229865.54605555534,Buy-and-Hold Strategy
756,800230170.0475264,0.00028771255940794946,800230170.0475264,0.0,0.0,0.0,0.0,0.0,230170.04752635956,Buy-and-Hold Strategy
757,800230474.549113,0.000288093186391294,800230474.549113,0.0,0.0,0.0,0.0,0.0,230474.5491130352,Buy-and-Hold Strategy
758,800230779.0508156,0.00028847381351947783,800230779.0508156,0.0,0.0,0.0,0.0,0.0,230779.05081558228,Buy-and-Hold Strategy
759,800231083.552634,0.000288854440792501,800231083.552634,0.0,0.0,0.0,0.0,0.0,231083.55263400078,Buy-and-Hold Strategy
760,800231388.0545683,0.0002892350682103634,800231388.0545683,0.0,0.0,0.0,0.0,0.0,231388.0545682907,Buy-and-Hold Strategy
761,800231692.5566185,0.0002896156957730651,800231692.5566185,0.0,0.0,0.0,0.0,0.0,231692.55661845207,Buy-and-Hold Strategy
762,800231997.0587845,0.00028999632348060606,800231997.0587845,0.0,0.0,0.0,0.0,0.0,231997.05878448486,Buy-and-Hold Strategy
763,800232301.5610664,0.00029037695133298636,800232301.5610664,0.0,0.0,0.0,0.0,0.0,232301.56106638908,Buy-and-Hold Strategy
764,800232606.0634642,0.0002907575793302059,800232606.0634642,0.0,0.0,0.0,0.0,0.0,232606.06346416473,Buy-and-Hold Strategy
765,800232910.5659778,0.00029113820747226477,800232910.5659778,0.0,0.0,0.0,0.0,0.0,232910.5659778118,Buy-and-Hold Strategy
766,800233215.0686073,0.0002915188357591629,800233215.0686073,0.0,0.0,0.0,0.0,0.0,233215.06860733032,Buy-and-Hold Strategy
767,800233519.5713527,0.0002918994641909003,800233519.5713527,0.0,0.0,0.0,0.0,0.0,233519.57135272026,Buy-and-Hold Strategy
768,800233824.074214,0.00029228009276747704,800233824.074214,0.0,0.0,0.0,0.0,0.0,233824.07421398163,Buy-and-Hold Strategy
769,800234128.5771911,0.000292660721488893,800234128.5771911,0.0,0.0,0.0,0.0,0.0,234128.57719111443,Buy-and-Hold Strategy
770,800234433.0802841,0.00029304135035514834,800234433.0802841,0.0,0.0,0.0,0.0,0.0,234433.08028411865,Buy-and-Hold Strategy
771,800234737.583493,0.00029342197936624287,800234737.583493,0.0,0.0,0.0,0.0,0.0,234737.5834929943,Buy-and-Hold Strategy
772,800235042.0868177,0.00029380260852217673,800235042.0868177,0.0,0.0,0.0,0.0,0.0,235042.0868177414,Buy-and-Hold Strategy
773,800235346.5902584,0.00029418323782294986,800235346.5902584,0.0,0.0,0.0,0.0,0.0,235346.5902583599,Buy-and-Hold Strategy
774,800235651.0938148,0.0002945638672685623,800235651.0938148,0.0,0.0,0.0,0.0,0.0,235651.09381484985,Buy-and-Hold Strategy
775,800235955.5974872,0.00029494449685901406,800235955.5974872,0.0,0.0,0.0,0.0,0.0,235955.59748721123,Buy-and-Hold Strategy
776,800236260.1012754,0.00029532512659430506,800236260.1012754,0.0,0.0,0.0,0.0,0.0,236260.10127544403,Buy-and-Hold Strategy
777,800236564.6051795,0.00029570575647443534,800236564.6051795,0.0,0.0,0.0,0.0,0.0,236564.60517954826,Buy-and-Hold Strategy
778,800236869.1091995,0.0002960863864994049,800236869.1091995,0.0,0.0,0.0,0.0,0.0,236869.10919952393,Buy-and-Hold Strategy
779,800237173.6133354,0.00029646701666921377,800237173.6133354,0.0,0.0,0.0,0.0,0.0,237173.61333537102,Buy-and-Hold Strategy
780,800237478.1175871,0.0002968476469838619,800237478.1175871,0.0,0.0,0.0,0.0,0.0,237478.11758708954,Buy-and-Hold Strategy
781,800237782.6219547,0.00029722827744334935,800237782.6219547,0.0,0.0,0.0,0.0,0.0,237782.6219546795,Buy-and-Hold Strategy
782,800238087.1264381,0.0002976089080476761,800238087.1264381,0.0,0.0,0.0,0.0,0.0,238087.12643814087,Buy-and-Hold Strategy
783,800238391.6310375,0.00029798953879684207,800238391.6310375,0.0,0.0,0.0,0.0,0.0,238391.63103747368,Buy-and-Hold Strategy
784,800238696.1357527,0.00029837016969084737,800238696.1357527,0.0,0.0,0.0,0.0,0.0,238696.13575267792,Buy-and-Hold Strategy
785,800239000.6405838,0.000298750800729692,800239000.6405838,0.0,0.0,0.0,0.0,0.0,239000.6405837536,Buy-and-Hold Strategy
786,800239305.1455307,0.00029913143191337584,800239305.1455307,0.0,0.0,0.0,0.0,0.0,239305.14553070068,Buy-and-Hold Strategy
787,800239609.6505935,0.000299512063241899,800239609.6505935,0.0,0.0,0.0,0.0,0.0,239609.6505935192,Buy-and-Hold Strategy
788,800239914.1557722,0.00029989269471526145,800239914.1557722,0.0,0.0,0.0,0.0,0.0,239914.15577220917,Buy-and-Hold Strategy
789,800240218.6610668,0.00030027332633346317,800240218.6610668,0.0,0.0,0.0,0.0,0.0,240218.66106677055,Buy-and-Hold Strategy
790,800240523.1664772,0.0003006539580965042,800240523.1664772,0.0,0.0,0.0,0.0,0.0,240523.16647720337,Buy-and-Hold Strategy
791,800240827.6720035,0.00030103459000438453,800240827.6720035,0.0,0.0,0.0,0.0,0.0,240827.6720035076,Buy-and-Hold Strategy
792,800241132.1776457,0.0003014152220571041,800241132.1776457,0.0,0.0,0.0,0.0,0.0,241132.1776456833,Buy-and-Hold Strategy
793,800241436.6834037,0.000301795854254663,800241436.6834037,0.0,0.0,0.0,0.0,0.0,241436.6834037304,Buy-and-Hold Strategy
794,800241741.1892776,0.0003021764865970612,800241741.1892776,0.0,0.0,0.0,0.0,0.0,241741.18927764893,Buy-and-Hold Strategy
795,800242045.6952674,0.0003025571190842986,800242045.6952674,0.0,0.0,0.0,0.0,0.0,242045.6952674389,Buy-and-Hold Strategy
796,800242350.2013731,0.0003029377517163754,800242350.2013731,0.0,0.0,0.0,0.0,0.0,242350.20137310028,Buy-and-Hold Strategy
797,800242654.7075946,0.0003033183844932914,800242654.7075946,0.0,0.0,0.0,0.0,0.0,242654.7075946331,Buy-and-Hold Strategy
798,800242959.213932,0.00030369901741504667,800242959.213932,0.0,0.0,0.0,0.0,0.0,242959.21393203735,Buy-and-Hold Strategy
799,800243263.7203853,0.0003040796504816413,800243263.7203853,0.0,0.0,0.0,0.0,0.0,243263.72038531303,Buy-and-Hold Strategy
800,800243568.2269543,0.0003044602836929262,800243568.2269543,0.0,0.0,0.0,0.0,0.0,243568.22695434093,Buy-and-Hold Strategy
801,800243872.7336392,0.0003048409170490503,800243872.7336392,0.0,0.0,0.0,0.0,0.0,243872.73363924026,Buy-and-Hold Strategy
802,800244177.24044,0.0003052215505500138,800244177.24044,0.0,0.0,0.0,0.0,0.0,244177.24044001102,Buy-and-Hold Strategy
803,800244481.7473567,0.0003056021841958165,800244481.7473567,0.0,0.0,0.0,0.0,0.0,244481.7473566532,Buy-and-Hold Strategy
804,800244786.2543892,0.0003059828179864585,800244786.2543892,0.0,0.0,0.0,0.0,0.0,244786.25438916683,Buy-and-Hold Strategy
805,800245090.7615376,0.00030636345192193985,800245090.7615376,0.0,0.0,0.0,0.0,0.0,245090.76153755188,Buy-and-Hold Strategy
806,800245395.2688018,0.00030674408600226045,800245395.2688018,0.0,0.0,0.0,0.0,0.0,245395.26880180836,Buy-and-Hold Strategy
807,800245699.7761819,0.00030712472022742033,800245699.7761819,0.0,0.0,0.0,0.0,0.0,245699.77618193626,Buy-and-Hold Strategy
808,800246004.2836779,0.0003075053545974195,800246004.2836779,0.0,0.0,0.0,0.0,0.0,246004.2836779356,Buy-and-Hold Strategy
809,800246308.7912898,0.00030788598911225796,800246308.7912898,0.0,0.0,0.0,0.0,0.0,246308.79128980637,Buy-and-Hold Strategy
810,800246613.2990175,0.0003082666237719357,800246613.2990175,0.0,0.0,0.0,0.0,0.0,246613.29901754856,Buy-and-Hold Strategy
811,800246917.8068612,0.00030864725857645273,800246917.8068612,0.0,0.0,0.0,0.0,0.0,246917.8068611622,Buy-and-Hold Strategy
812,800247222.3148206,0.00030902789352580903,800247222.3148206,0.0,0.0,0.0,0.0,0.0,247222.31482064724,Buy-and-Hold Strategy
813,800247526.822896,0.00030940852862000465,800247526.822896,0.0,0.0,0.0,0.0,0.0,247526.82289600372,Buy-and-Hold Strategy
814,800247831.3310872,0.00030978916385903955,800247831.3310872,0.0,0.0,0.0,0.0,0.0,247831.33108723164,Buy-and-Hold Strategy
815,800248135.8393943,0.0003101697992429137,800248135.8393943,0.0,0.0,0.0,0.0,0.0,248135.83939433098,Buy-and-Hold Strategy
816,800248440.3478173,0.00031055043477162716,800248440.3478173,0.0,0.0,0.0,0.0,0.0,248440.34781730175,Buy-and-Hold Strategy
817,800248744.8563561,0.00031093107044517993,800248744.8563561,0.0,0.0,0.0,0.0,0.0,248744.85635614395,Buy-and-Hold Strategy
818,800249049.3650109,0.000311311706263572,800249049.3650109,0.0,0.0,0.0,0.0,0.0,249049.36501085758,Buy-and-Hold Strategy
819,800249353.8737814,0.0003116923422268033,800249353.8737814,0.0,0.0,0.0,0.0,0.0,249353.87378144264,Buy-and-Hold Strategy
820,800249658.3826679,0.00031207297833487393,800249658.3826679,0.0,0.0,0.0,0.0,0.0,249658.38266789913,Buy-and-Hold Strategy
821,800249962.8916702,0.0003124536145877838,800249962.8916702,0.0,0.0,0.0,0.0,0.0,249962.89167022705,Buy-and-Hold Strategy
