timestep,portfolio_value,weights,returns,price,optimization_method,total_return,sharpe_ratio,max_drawdown,volatility,var_95,calmar_ratio,sortino_ratio,information_ratio
2332,5506745750.051712,[0.2 0.2 0.2 0.2 0.2],"[ 4.84790854e-05  7.00870273e-05 -2.69068128e-05 -1.26697659e-04
  2.28310502e-06]",469.03999833333336,equal_weight,-0.0019023328031273423,-7.2289465477020425,-0.0036465735444477466,0.00375514416561374,-6.731949998757627e-05,-0.5216767960223437,0.0,0.0
2333,5506491910.744362,[0.2 0.2 0.2 0.2 0.2],"[-3.74986858e-05 -1.13999890e-04 -4.32484773e-05 -3.80163748e-05
  2.28310502e-06]",473.50499966666666,equal_weight,-0.0019483411775845585,-7.273797185726506,-0.0036465735444477466,0.003755363997811624,-6.729706559510968e-05,-0.5342936742770737,0.0,0.0
2334,5506499982.146726,[0.2 0.2 0.2 0.2 0.2],"[ 1.31540812e-04 -1.22702015e-05 -7.81152891e-05 -3.61094383e-05
  2.28310502e-06]",477.970001,equal_weight,-0.0019468782359061238,-7.273050683822703,-0.0036465735444477466,0.0037545620656748327,-6.727463120264308e-05,-0.5338924917256722,0.0,0.0
2335,5506470435.153355,[0.2 0.2 0.2 0.2 0.2],"[ 5.13211456e-05 -1.71752845e-05 -1.10095852e-04  4.68376899e-05
  2.28310502e-06]",485.281672,equal_weight,-0.0019522336284546193,-7.279117786206262,-0.0036465735444477466,0.003753768262656613,-6.72521968101765e-05,-0.5353611012253078,0.0,0.0
2336,5506412797.321413,[0.2 0.2 0.2 0.2 0.2],"[-1.16358736e-04  5.10098535e-05  4.97901398e-05 -3.90608209e-05
  2.28310502e-06]",492.593343,equal_weight,-0.0019626804854940352,-7.290209929431033,-0.0036465735444477466,0.0037530110392676487,-6.722976241770991e-05,-0.5382259432234411,0.0,0.0
2337,5506439821.320105,[0.2 0.2 0.2 0.2 0.2],"[ 9.13223531e-06  1.36202220e-04  1.06629192e-05 -1.33741820e-04
  2.28310502e-06]",499.905014,equal_weight,-0.00195778238573119,-7.285996034702478,-0.0036465735444477466,0.0037522244940234183,-6.720732802524332e-05,-0.536882737141583,0.0,0.0
2338,5506638652.130111,[0.2 0.2 0.2 0.2 0.2],"[5.02757728e-06 3.05693116e-05 7.36362381e-05 6.90276552e-05
 2.28310502e-06]",507.216685,equal_weight,-0.001921744301417577,-7.249337160344568,-0.0036465735444477466,0.0037521032921625764,-6.718489363277672e-05,-0.5270000119272555,0.0,0.0
2339,5506612830.518881,[0.2 0.2 0.2 0.2 0.2],"[-3.87561224e-05  5.97288112e-06  3.29051638e-05 -2.58509197e-05
  2.28310502e-06]",514.528356,equal_weight,-0.0019264244684529957,-7.254733822714685,-0.0036465735444477466,0.0037513085945328154,-6.716245924031013e-05,-0.5282834543090895,0.0,0.0
2340,5506556801.445846,[0.2 0.2 0.2 0.2 0.2],"[-1.48522149e-04  1.09519298e-04  5.84431811e-05 -7.25977876e-05
  2.28310502e-06]",521.840027,equal_weight,-0.001936579737940633,-7.265533990976685,-0.0036465735444477466,0.0037505505707885376,-6.714002484784353e-05,-0.5310683342419513,0.0,0.0
2341,5506483476.359643,[0.2 0.2 0.2 0.2 0.2],"[-2.52860822e-05 -7.04726761e-05  5.94078933e-05 -3.25120364e-05
  2.28310502e-06]",552.8416851666666,equal_weight,-0.0019498699098148581,-7.279397808591947,-0.0036465735444477466,0.0037498272120531796,-6.711759045537695e-05,-0.5347128985739832,0.0,0.0
2342,5506289610.884025,[0.2 0.2 0.2 0.2 0.2],"[-9.00144761e-05 -6.96998935e-05  4.92026951e-05 -6.78052609e-05
  2.28310502e-06]",583.8433433333333,equal_weight,-0.0019850080272706865,-7.3140977419155355,-0.0036465735444477466,0.00374961568743747,-6.711602739520027e-05,-0.5443488258431122,0.0,0.0
2343,5506570436.055036,[0.2 0.2 0.2 0.2 0.2],"[-6.96759010e-05  1.55383618e-04 -1.28365594e-06  1.68296830e-04
  2.28310502e-06]",614.8450015,equal_weight,-0.001934108465024948,-7.261354231849098,-0.0036465735444477466,0.003750155152865361,-6.711446433502359e-05,-0.5303906369775021,0.0,0.0
2344,5506146104.589623,[0.2 0.2 0.2 0.2 0.2],"[-1.75491352e-04 -4.34072861e-05 -3.33083579e-05 -1.35371703e-04
  2.28310502e-06]",645.8466596666666,equal_weight,-0.002011018543130898,-7.333229879440166,-0.0036465735444477466,0.003752249131778992,-6.7498975127309e-05,-0.5514816905839907,0.0,0.0
2345,5506029195.17977,[0.2 0.2 0.2 0.2 0.2],"[-1.30303586e-04  9.19470331e-05  5.13421405e-05 -1.21431340e-04
  2.28310502e-06]",676.8483178333333,equal_weight,-0.002032208373666751,-7.354677440574971,-0.0036465735444477466,0.0037516555837182625,-6.747654073484242e-05,-0.5572925786073835,0.0,0.0
2346,5506261869.639167,[0.2 0.2 0.2 0.2 0.2],"[1.72915900e-05 8.21711952e-05 7.50582807e-05 3.44864444e-05
 2.28310502e-06]",707.849976,equal_weight,-0.0019900361279011603,-7.311510774849402,-0.0036465735444477466,0.0037517811040790974,-6.745410634237582e-05,-0.5457276820677808,0.0,0.0
2347,5505951579.431372,[0.2 0.2 0.2 0.2 0.2],"[-1.56625067e-04 -3.08813392e-06 -7.17691888e-05 -5.25619307e-05
  2.28310502e-06]",724.8233136666666,equal_weight,-0.00204627622806403,-7.365290537242051,-0.0036465735444477466,0.003752513504213309,-6.743167194990923e-05,-0.5611504068469095,0.0,0.0
2348,5505632637.419133,[0.2 0.2 0.2 0.2 0.2],"[-1.22252971e-04 -2.02376790e-04  2.82057774e-05  4.50700838e-06
  2.28310502e-06]",741.7966513333333,equal_weight,-0.0021040844677822587,-7.420397481612911,-0.0036465735444477466,0.0037533318615876167,-6.740923755744263e-05,-0.5770031625951783,0.0,0.0
2349,5505462566.659699,[0.2 0.2 0.2 0.2 0.2],"[ 1.77574168e-05 -1.31900314e-04  2.96950642e-05 -7.22868767e-05
  2.28310502e-06]",758.769989,equal_weight,-0.002134909792929625,-7.450898223905312,-0.0036465735444477466,0.00375297966897457,-6.738680316497605e-05,-0.5854563926676393,0.0,0.0
2350,5505266685.444887,[0.2 0.2 0.2 0.2 0.2],"[-9.10658645e-06 -1.46465407e-04  7.78452731e-05 -1.02453530e-04
  2.28310502e-06]",775.7433266666667,equal_weight,-0.0021704132631143506,-7.485737234251726,-0.0036465735444477466,0.0037527778667567784,-6.736436877250945e-05,-0.5951925106293304,0.0,0.0
2351,5505052758.756609,[0.2 0.2 0.2 0.2 0.2],"[-8.91149076e-05 -1.08717822e-04 -7.78236691e-05  7.90805369e-05
  2.28310502e-06]",792.7166643333334,equal_weight,-0.002209187475364774,-7.523570524901977,-0.0036465735444477466,0.0037526938416967237,-6.734193438004287e-05,-0.605825564310494,0.0,0.0
2352,5504950520.775432,[0.2 0.2 0.2 0.2 0.2],"[-1.84227970e-04  1.13882325e-04  2.33287834e-06 -2.71286507e-05
  2.28310502e-06]",809.690002,equal_weight,-0.0022277181094531653,-7.542363331778618,-0.0036465735444477466,0.003752050225387952,-6.731949998757627e-05,-0.6109072207922632,0.0,0.0
2353,5504590613.164655,[0.2 0.2 0.2 0.2 0.2],"[-1.90538764e-04 -3.89934740e-05  5.75768388e-05 -1.57222207e-04
  2.28310502e-06]",806.495005,equal_weight,-0.0022929513639064784,-7.60373845412821,-0.0036465735444477466,0.0037533114330859174,-6.729706559510968e-05,-0.6287961386100971,0.0,0.0
2354,5504465010.6603565,[0.2 0.2 0.2 0.2 0.2],"[ 8.68430828e-05 -2.84806569e-05 -1.48031658e-04 -2.67027423e-05
  2.28310502e-06]",803.300008,equal_weight,-0.002315716817810529,-7.626534878756892,-0.0036465735444477466,0.0037527505956450836,-6.727463120264308e-05,-0.6350391098889058,0.0,0.0
2355,5504027593.992354,[0.2 0.2 0.2 0.2 0.2],"[-1.49754571e-04 -1.94773654e-04  3.24279819e-05 -8.75118187e-05
  2.28310502e-06]",800.1050110000001,equal_weight,-0.002394998588885915,-7.69970197847528,-0.0036465735444477466,0.0037550044644666814,-6.774033768270302e-05,-0.6567805529474449,0.0,0.0
2356,5504500854.828295,[0.2 0.2 0.2 0.2 0.2],"[9.72785247e-05 1.72862756e-04 1.23974847e-04 3.35230633e-05
 2.28310502e-06]",796.910014,equal_weight,-0.0023092200623717244,-7.607581278582231,-0.0036465735444477466,0.003757952346867525,-6.771132778637064e-05,-0.6332575044010097,0.0,0.0
2357,5504633582.751529,[0.2 0.2 0.2 0.2 0.2],"[ 3.31315342e-05 -3.16059747e-05  8.96469380e-05  2.71074846e-05
  2.28310502e-06]",793.715017,equal_weight,-0.0022851631262855647,-7.583745134759789,-0.0036465735444477466,0.0037574663598436784,-6.768231789003826e-05,-0.6266603699149141,0.0,0.0
2358,5504723309.030637,[0.2 0.2 0.2 0.2 0.2],"[ 4.12421028e-05 -2.91393787e-05  1.22479781e-04 -5.53649275e-05
  2.28310502e-06]",790.52002,equal_weight,-0.002268900238197231,-7.567978318292847,-0.0036465735444477466,0.003756816933494241,-6.76533079937059e-05,-0.6222005975038805,0.0,0.0
2359,5504846358.83717,[0.2 0.2 0.2 0.2 0.2],"[ 3.86497221e-05 -5.52106216e-05  1.40063821e-04 -1.40185503e-05
  2.28310502e-06]",778.8933516666667,equal_weight,-0.00224659746076315,-7.545991581373768,-0.0036465735444477466,0.0037562891885649214,-6.762429809737353e-05,-0.6160845060108022,0.0,0.0
2360,5504970980.773727,[0.2 0.2 0.2 0.2 0.2],"[ 4.19544294e-05  1.38877244e-05 -1.90259932e-05  7.40936633e-05
  2.28310502e-06]",767.2666833333334,equal_weight,-0.0022240097347620545,-7.523722922481031,-0.0036465735444477466,0.003755768193299929,-6.759528820104115e-05,-0.6098902730614936,0.0,0.0
2361,5504904602.707747,[0.2 0.2 0.2 0.2 0.2],"[-9.77427325e-05 -2.02729795e-05 -9.33003663e-05  1.48743767e-04
  2.28310502e-06]",755.640015,equal_weight,-0.0022360407592209217,-7.5361772713065625,-0.0036465735444477466,0.003755033745147297,-6.756627830470878e-05,-0.6131895413505386,0.0,0.0
2362,5505151914.093146,[0.2 0.2 0.2 0.2 0.2],"[-5.57848587e-05 -1.54419305e-05  1.13001730e-04  1.80570175e-04
  2.28310502e-06]",744.0133466666666,equal_weight,-0.0021912155706173774,-7.490383634631684,-0.0036465735444477466,0.003755277600958479,-6.754384391224218e-05,-0.6008971281968823,0.0,0.0
2363,5504744980.131919,[0.2 0.2 0.2 0.2 0.2],"[-7.01617134e-05 -1.08271730e-04 -2.30082258e-05 -1.70435198e-04
  2.28310502e-06]",732.3866783333333,equal_weight,-0.002264972351089847,-7.558748469595017,-0.0036465735444477466,0.003757111134345512,-6.808845643869148e-05,-0.6211234528749549,0.0,0.0
2364,5504560123.583345,[0.2 0.2 0.2 0.2 0.2],"[ 6.98411831e-05 -9.13069654e-05 -1.28876069e-04 -1.98478047e-05
  2.28310502e-06]",720.76001,equal_weight,-0.0022984776005187924,-7.591469263233324,-0.0036465735444477466,0.0037568410678290665,-6.80594465423591e-05,-0.6303115986837677,0.0,0.0
2365,5504641079.760927,[0.2 0.2 0.2 0.2 0.2],"[-1.02497446e-04 -3.71682208e-05  3.27541806e-05  1.78163937e-04
  2.28310502e-06]",697.2200116666667,equal_weight,-0.002283804293332094,-7.5773677795047885,-0.0036465735444477466,0.0037561678962847087,-6.803043664602673e-05,-0.6262877371030682,0.0,0.0
2366,5504574016.811359,[0.2 0.2 0.2 0.2 0.2],"[-6.61001029e-05  9.34840908e-06 -4.64335820e-05  3.99872550e-05
  2.28310502e-06]",673.6800133333334,equal_weight,-0.0022959594529412563,-7.589903229928663,-0.0036465735444477466,0.0037554360296315242,-6.800142674969437e-05,-0.6296210469790392,0.0,0.0
2367,5504602671.545785,[0.2 0.2 0.2 0.2 0.2],"[ 6.73462185e-05 -9.62922847e-05 -4.54561451e-05  9.81472187e-05
  2.28310502e-06]",650.140015,equal_weight,-0.0022907657823266264,-7.585381144279542,-0.0036465735444477466,0.003754661448038709,-6.797241685336199e-05,-0.6281967864913993,0.0,0.0
2368,5504580378.755171,[0.2 0.2 0.2 0.2 0.2],"[ 8.90256044e-05 -1.61394220e-05  1.34107917e-06 -9.67595944e-05
  2.28310502e-06]",626.6000166666666,equal_weight,-0.002294806350625437,-7.590010806329234,-0.0036465735444477466,0.003753873250239085,-6.794340695702961e-05,-0.6293048316876804,0.0,0.0
2369,5504472870.801542,[0.2 0.2 0.2 0.2 0.2],"[-3.41543604e-05 -1.54861661e-05  1.49953156e-05 -6.52910722e-05
  2.28310502e-06]",603.0600183333333,equal_weight,-0.00231429216722061,-7.609556948557984,-0.0036465735444477466,0.0037532505211955846,-6.791439706069724e-05,-0.6346484279041456,0.0,0.0
2370,5504508301.558196,[0.2 0.2 0.2 0.2 0.2],"[ 4.61769339e-05  2.18164685e-05 -5.69650436e-06 -3.23963975e-05
  2.28310502e-06]",579.52002,equal_weight,-0.0023078703425771113,-7.603805208742428,-0.0036465735444477466,0.003752485672470869,-6.788538716436488e-05,-0.6328873706910594,0.0,0.0
2371,5504655056.755644,[0.2 0.2 0.2 0.2 0.2],"[ 2.07139346e-06  1.08143854e-04 -4.17859602e-06  2.49847905e-05
  2.28310502e-06]",569.2716881666668,equal_weight,-0.002281270963039702,-7.577435293480787,-0.0036465735444477466,0.0037520701222730547,-6.78563772680325e-05,-0.6255930218418748,0.0,0.0
2372,5504788290.422675,[0.2 0.2 0.2 0.2 0.2],"[ 8.07381003e-06  7.53348013e-06 -3.11313129e-06  1.06241824e-04
  2.28310502e-06]",559.0233563333334,equal_weight,-0.002257122360890281,-7.553629728851104,-0.0036465735444477466,0.003751590744040739,-6.782736737170013e-05,-0.6189707497678097,0.0,0.0
2373,5505243237.379019,[0.2 0.2 0.2 0.2 0.2],"[1.06263792e-04 1.77762018e-04 1.24097287e-04 2.82218398e-06
 2.28310502e-06]",548.7750245,equal_weight,-0.0021746632250529943,-7.466105757920463,-0.0036465735444477466,0.003754236219146724,-6.779835747536775e-05,-0.5963579778513243,0.0,0.0
2374,5505159784.117565,[0.2 0.2 0.2 0.2 0.2],"[-1.29741934e-04 -6.81180596e-05  4.16583484e-05  7.81241946e-05
  2.28310502e-06]",538.5266926666667,equal_weight,-0.0021897891286914643,-7.481481498511606,-0.0036465735444477466,0.003753545100005831,-6.776934757903539e-05,-0.6005059549739853,0.0,0.0
2375,5505647740.554652,[0.2 0.2 0.2 0.2 0.2],"[-1.07021698e-04  4.74840758e-04 -7.97223105e-05  1.52801139e-04
  2.28310502e-06]",528.2783608333334,equal_weight,-0.002101347024469435,-7.387281780319913,-0.0036465735444477466,0.003756692710903238,-6.774033768270302e-05,-0.5762524734127288,0.0,0.0
2376,5505570685.1755295,[0.2 0.2 0.2 0.2 0.2],"[-4.36181598e-05 -5.15301835e-05  7.65765182e-05 -5.36897663e-05
  2.28310502e-06]",518.030029,equal_weight,-0.0021153133119354304,-7.401540467443029,-0.0036465735444477466,0.003755986408210776,-6.771132778637064e-05,-0.5800824489488756,0.0,0.0
2377,5506073485.532445,[0.2 0.2 0.2 0.2 0.2],"[-5.04577543e-05  2.30251795e-04  1.66239466e-04  1.08312125e-04
  2.28310502e-06]",512.29836,equal_weight,-0.0020241807472445006,-7.304488843346854,-0.0036465735444477466,0.0037593649761299974,-6.768231789003826e-05,-0.5550911623122226,0.0,0.0
2378,5506312633.6189,[0.2 0.2 0.2 0.2 0.2],"[-3.42586372e-05 -3.48871646e-05  1.74965571e-04  1.09064666e-04
  2.28310502e-06]",506.566691,equal_weight,-0.0019808351565744693,-7.260765879798132,-0.0036465735444477466,0.0037595349893205883,-6.76533079937059e-05,-0.5432044993554233,0.0,0.0
2379,5506531289.093035,[0.2 0.2 0.2 0.2 0.2],"[-8.53765918e-05 -8.72265141e-05  2.27396822e-04  1.41472997e-04
  2.28310502e-06]",500.835022,equal_weight,-0.0019412038518876013,-7.221028883996216,-0.0036465735444477466,0.0037595494648798287,-6.762429809737353e-05,-0.5323364051832351,0.0,0.0
2380,5506357297.000916,[0.2 0.2 0.2 0.2 0.2],"[-1.08201826e-04 -8.27618976e-05 -5.51158929e-05  8.58094928e-05
  2.28310502e-06]",495.103353,equal_weight,-0.0019727399185842094,-7.251793765223452,-0.0036465735444477466,0.003759223243671787,-6.759528820104115e-05,-0.5409845419374285,0.0,0.0
2381,5506306323.696403,[0.2 0.2 0.2 0.2 0.2],"[-1.74336466e-04 -3.68343147e-05  3.76553050e-05  1.24946503e-04
  2.28310502e-06]",489.371684,equal_weight,-0.0019819788300271864,-7.261500378143762,-0.0036465735444477466,0.0037584684933878562,-6.756627830470878e-05,-0.5435181289692996,0.0,0.0
2382,5506177965.239963,[0.2 0.2 0.2 0.2 0.2],"[-1.49285517e-04 -1.81973591e-04  1.49235559e-04  6.31845820e-05
  2.28310502e-06]",483.640015,equal_weight,-0.0020052438002569313,-7.284545572859088,-0.0036465735444477466,0.003757926628881407,-6.754384391224218e-05,-0.5498980826288571,0.0,0.0
2383,5506207264.385473,[0.2 0.2 0.2 0.2 0.2],"[ 7.95130820e-05 -5.51222457e-05  1.26020267e-06 -1.32844247e-06
  2.28310502e-06]",482.321681,equal_weight,-0.001999933330133122,-7.280008525355117,-0.0036465735444477466,0.0037571566332231083,-6.75214095197756e-05,-0.5484417922074298,0.0,0.0
2384,5505823203.115081,[0.2 0.2 0.2 0.2 0.2],"[-1.80854357e-04 -1.49372231e-04 -5.56186075e-05  3.48090818e-05
  2.28310502e-06]",481.003347,equal_weight,-0.002069544435391748,-7.3444073347156875,-0.0036465735444477466,0.0037586894989671644,-6.80594465423591e-05,-0.5675312482159657,0.0,0.0
2385,5505917724.707555,[0.2 0.2 0.2 0.2 0.2],"[-1.13637287e-04  2.62751164e-05  7.13235020e-05  9.95934018e-05
  2.28310502e-06]",479.685013,equal_weight,-0.0020524123967558382,-7.32800960335113,-0.0036465735444477466,0.003758060328910158,-6.803043664602673e-05,-0.562833128617639,0.0,0.0
2386,5505717788.079451,[0.2 0.2 0.2 0.2 0.2],"[-1.33025265e-04 -6.61288333e-05 -1.71357068e-04  1.86662845e-04
  2.28310502e-06]",478.366679,equal_weight,-0.0020886509105997263,-7.3629852367930235,-0.0036465735444477466,0.0037578864924363176,-6.800142674969437e-05,-0.5727708176295786,0.0,0.0
2387,5505605024.345532,[0.2 0.2 0.2 0.2 0.2],"[ 1.68915761e-04 -9.99166459e-06 -2.19266889e-04 -4.43463368e-05
  2.28310502e-06]",477.048345,equal_weight,-0.002109089337372398,-7.383309847242089,-0.0036465735444477466,0.003757286900229371,-6.797241685336199e-05,-0.5783756481707838,0.0,0.0
2388,5505995427.711381,[0.2 0.2 0.2 0.2 0.2],"[2.25995939e-05 1.03449445e-04 1.08402025e-04 1.17816660e-04
 2.28310502e-06]",475.730011,equal_weight,-0.00203832872731235,-7.3098536539302055,-0.0036465735444477466,0.003759014918336079,-6.794340695702961e-05,-0.5589709634173973,0.0,0.0
2389,5506043851.680321,[0.2 0.2 0.2 0.2 0.2],"[ 3.02002122e-05  2.19907114e-05 -8.96098974e-05  7.91097237e-05
  2.28310502e-06]",480.7416738333333,equal_weight,-0.0020295518829420147,-7.301882134204305,-0.0036465735444477466,0.0037582734963449048,-6.791439706069724e-05,-0.5565640890562045,0.0,0.0
2390,5505813816.202694,[0.2 0.2 0.2 0.2 0.2],"[ 9.14613016e-05 -1.27712776e-04 -2.11332723e-04  3.64074803e-05
  2.28310502e-06]",485.75333666666666,equal_weight,-0.002071245813261872,-7.3417392873389,-0.0036465735444477466,0.0037583037743931097,-6.788538716436488e-05,-0.567997817133166,0.0,0.0
2391,5506213749.039663,[0.2 0.2 0.2 0.2 0.2],"[ 8.69571860e-05  1.63701087e-04 -1.73491889e-05  1.27599203e-04
  2.28310502e-06]",490.7649995,equal_weight,-0.001998757986561173,-7.2665145557747755,-0.0036465735444477466,0.0037601498112223744,-6.78563772680325e-05,-0.5481194776955675,0.0,0.0
2392,5506198099.910175,[0.2 0.2 0.2 0.2 0.2],"[-1.24734603e-04 -8.53903036e-05  1.31268535e-04  6.23628394e-05
  2.28310502e-06]",495.7766623333333,equal_weight,-0.002001594391280871,-7.269984423354123,-0.0036465735444477466,0.0037593657039716307,-6.782736737170013e-05,-0.5488973050683396,0.0,0.0
2393,5506116675.451646,[0.2 0.2 0.2 0.2 0.2],"[-9.58831468e-05  4.39980041e-05 -1.82364270e-05 -6.10044654e-06
  2.28310502e-06]",500.78832516666665,equal_weight,-0.002016352574389338,-7.284907856511114,-0.0036465735444477466,0.0037586748687349803,-6.779835747536775e-05,-0.5529444421762522,0.0,0.0
2394,5505806848.5767765,[0.2 0.2 0.2 0.2 0.2],"[-6.32105892e-05 -4.80171057e-05 -9.59109347e-05 -7.64923773e-05
  2.28310502e-06]",505.799988,equal_weight,-0.0020725086954594073,-7.337481711043088,-0.0036465735444477466,0.0037593845555828607,-6.776934757903539e-05,-0.5683441373656094,0.0,0.0
2395,5505733707.455505,[0.2 0.2 0.2 0.2 0.2],"[-2.94594550e-06 -4.88152875e-05  6.12867487e-06 -2.30723478e-05
  2.28310502e-06]",514.168325,equal_weight,-0.0020857655236898,-7.350952247588887,-0.0036465735444477466,0.003758674640002429,-6.774033768270302e-05,-0.5719795578689413,0.0,0.0
2396,5505601638.698045,[0.2 0.2 0.2 0.2 0.2],"[-2.11157998e-04  8.71626241e-05 -4.80737710e-06  6.58217332e-06
  2.28310502e-06]",522.536662,equal_weight,-0.002109702985979533,-7.374467151541775,-0.0036465735444477466,0.003758150024902283,-6.771132778637064e-05,-0.5785439290513571,0.0,0.0
2397,5505110019.4959,[0.2 0.2 0.2 0.2 0.2],"[-2.30717256e-04 -6.96248963e-05 -4.06073465e-05 -1.07805431e-04
  2.28310502e-06]",530.904999,equal_weight,-0.002198808966368246,-7.454465529692361,-0.0036465735444477466,0.0037611640711303646,-6.828962884864091e-05,-0.6029794653987277,0.0,0.0
2398,5505334482.329141,[0.2 0.2 0.2 0.2 0.2],"[ 5.84404167e-05  9.32437489e-05  5.62265135e-05 -6.32607534e-06
  2.28310502e-06]",539.273336,equal_weight,-0.0021581250778434035,-7.413855636730656,-0.0036465735444477466,0.003761223578884375,-6.825384069431973e-05,-0.5918227211211339,0.0,0.0
2399,5505353274.635377,[0.2 0.2 0.2 0.2 0.2],"[ 6.32544232e-05 -3.15740889e-05 -4.45421281e-05  2.76460498e-05
  2.28310502e-06]",547.641673,equal_weight,-0.00215471897233808,-7.411194854277207,-0.0036465735444477466,0.0037604486126475455,-6.821805253999856e-05,-0.590888664680531,0.0,0.0
2400,5505529641.573367,[0.2 0.2 0.2 0.2 0.2],"[ 1.04822856e-04 -7.38003869e-05  1.08555877e-04  1.83162242e-05
  2.28310502e-06]",556.01001,equal_weight,-0.0021227524648273583,-7.3797331584160535,-0.0036465735444477466,0.0037601913490866124,-6.818226438567739e-05,-0.5821224881257229,0.0,0.0
2401,5505748649.295081,[0.2 0.2 0.2 0.2 0.2],"[-3.59380974e-05  1.39483665e-04  1.99559064e-04 -1.06489777e-04
  2.28310502e-06]",577.76001,equal_weight,-0.0020830573152666922,-7.340240260474367,-0.0036465735444477466,0.0037602101936872094,-6.814647623135622e-05,-0.5712368857713961,0.0,0.0
2402,5505777351.909288,[0.2 0.2 0.2 0.2 0.2],"[ 1.21674250e-04 -1.20262518e-04  1.37013011e-04 -1.14641807e-04
  2.28310502e-06]",599.51001,equal_weight,-0.002077854966441625,-7.335834728186214,-0.0036465735444477466,0.0037594453153195,-6.811746633502384e-05,-0.5698102454577821,0.0,0.0
2403,5505730398.833662,[0.2 0.2 0.2 0.2 0.2],"[ 2.29865632e-05  2.55865510e-05  3.20405788e-05 -1.25536622e-04
  2.28310502e-06]",621.26001,equal_weight,-0.002086365211398905,-7.344737974166347,-0.0036465735444477466,0.0037586914570193032,-6.808845643869148e-05,-0.5721440102519236,0.0,0.0
2404,5505648846.37957,[0.2 0.2 0.2 0.2 0.2],"[-2.13288632e-04  1.07375938e-04 -5.79279158e-06  3.53609496e-05
  2.28310502e-06]",643.01001,equal_weight,-0.002101146593703085,-7.359602532286063,-0.0036465735444477466,0.003758003845694436,-6.80594465423591e-05,-0.5761975092761475,0.0,0.0
2405,5505404143.593058,[0.2 0.2 0.2 0.2 0.2],"[-5.99658147e-06 -2.08535803e-04  3.96700521e-05 -4.96496085e-05
  2.28310502e-06]",664.76001,equal_weight,-0.002145498973758453,-7.401561420173078,-0.0036465735444477466,0.003758142216689447,-6.803043664602673e-05,-0.5883602641238864,0.0,0.0
2406,5505306066.940261,[0.2 0.2 0.2 0.2 0.2],"[-1.69380446e-04  2.85058458e-05 -2.01762402e-05  6.96946629e-05
  2.28310502e-06]",686.51001,equal_weight,-0.002163275367077863,-7.419224038361124,-0.0036465735444477466,0.0037574998265619388,-6.800142674969437e-05,-0.593235085131261,0.0,0.0
2407,5505129162.290683,[0.2 0.2 0.2 0.2 0.2],"[-3.96018404e-05  1.49466348e-05 -2.80947007e-05 -1.10200605e-04
  2.28310502e-06]",780.38501,equal_weight,-0.0021953393348138925,-7.450087662681227,-0.0036465735444477466,0.0037571915359514204,-6.797241685336199e-05,-0.6020279882073143,0.0,0.0
2408,5505043796.258399,[0.2 0.2 0.2 0.2 0.2],"[ 1.44092389e-04 -2.94112072e-05  8.04103359e-06 -2.02538498e-04
  2.28310502e-06]",874.26001,equal_weight,-0.002210811928165328,-7.465564034465232,-0.0036465735444477466,0.003756514400181447,-6.794340695702961e-05,-0.6062710380629779,0.0,0.0
2409,5504873297.459579,[0.2 0.2 0.2 0.2 0.2],"[-6.43317503e-05  7.01858852e-05  2.92764196e-05 -1.92270555e-04
  2.28310502e-06]",968.13501,equal_weight,-0.00224171483545137,-7.495339704463404,-0.0036465735444477466,0.0037561716688130397,-6.791439706069724e-05,-0.6147455434882406,0.0,0.0
2410,5504943300.629105,[0.2 0.2 0.2 0.2 0.2],"[ 8.62391277e-05 -6.96782210e-05  4.84321603e-05 -3.69326491e-06
  2.28310502e-06]",1062.01001,equal_weight,-0.0022290267609749374,-7.483506360825783,-0.0036465735444477466,0.0037554823971522066,-6.788538716436488e-05,-0.6112660923482105,0.0,0.0
2411,5505036537.518201,[0.2 0.2 0.2 0.2 0.2],"[ 1.57960290e-04 -1.86260330e-04 -1.24734811e-04  2.35436441e-04
  2.28310502e-06]",1155.88501,equal_weight,-0.0022121275748262404,-7.46746716037847,-0.0036465735444477466,0.003754857797358458,-6.78563772680325e-05,-0.6066318278961942,0.0,0.0
2412,5504934763.802836,[0.2 0.2 0.2 0.2 0.2],"[ 3.02183520e-04 -1.49778908e-04 -1.03818997e-04 -1.43305631e-04
  2.28310502e-06]",1249.76001,equal_weight,-0.002230574060736048,-7.4857155668367446,-0.0036465735444477466,0.00375422860226265,-6.782736737170013e-05,-0.6116904084197913,0.0,0.0
2413,5505212975.3138075,[0.2 0.2 0.2 0.2 0.2],"[ 1.92472218e-04 -2.26530144e-05  1.08172895e-04 -2.75823724e-05
  2.28310502e-06]",1259.0733441666666,equal_weight,-0.0021801482243725416,-7.434956030541361,-0.0036465735444477466,0.003754730669173516,-6.779835747536775e-05,-0.5978621294206512,0.0,0.0
2414,5505036459.482631,[0.2 0.2 0.2 0.2 0.2],"[ 1.28886158e-04 -1.26888371e-04 -1.00122160e-04 -6.44757186e-05
  2.28310502e-06]",1268.3866783333333,equal_weight,-0.002212141718773329,-7.465684778361189,-0.0036465735444477466,0.0037544219491033805,-6.776934757903539e-05,-0.6066357065913354,0.0,0.0
