"experiment_group","paper_variant","suite","seed","paired_core_included","record_type","status_normalized","source_file","source_last_write","notes","variant","status","final_portfolio_value_usd","initial_portfolio_value_usd","total_return_pct","sharpe_ratio","max_drawdown_pct","volatility","total_distributions_usd","reported_nav_final_usd","reported_nav_return_pct","reported_nav_sharpe","total_rewards","average_risk","trading_gain_usd","operating_gain_usd","trading_gain_share","trading_return_pct","operating_return_pct","mean_abs_exposure_dkk","trading_sharpe","trading_max_dd_pct","run_dir","final_models_dir","phase","global_run_number","total_planned_runs","run_order","run_name","canonical_variant","save_dir","eval_output_dir","training_success","training_returncode","training_duration_seconds","evaluation_success","evaluation_results_json","total_return","step_volatility","periods_per_year","annual_risk_free_rate","per_step_risk_free_rate","max_drawdown","initial_portfolio_value","final_portfolio_value","investor_0_total_reward","investor_0_avg_reward","battery_operator_0_total_reward","battery_operator_0_avg_reward","risk_controller_0_total_reward","risk_controller_0_avg_reward","meta_controller_0_total_reward","meta_controller_0_avg_reward","max_risk","min_risk","evaluation_steps","evaluation_timestamp","reported_nav_total_return","reported_nav_volatility","reported_nav_step_volatility","reported_nav_sharpe_ratio","reported_nav_max_drawdown","reported_nav_initial_portfolio_value","reported_nav_final_portfolio_value","distribution_adjusted_evaluation","action_inference_success_rate","action_inference_success_rate_all_agents","models_loaded","evaluation_mode","env_log_dir","env_debug_log","sleeve_total_initial_usd","sleeve_total_final_usd","sleeve_total_gain_usd","sleeve_reported_nav_initial_usd","sleeve_reported_nav_final_usd","sleeve_trading_initial_usd","sleeve_trading_final_usd","sleeve_trading_gain_usd","sleeve_reported_trading_initial_usd","sleeve_reported_trading_final_usd","sleeve_operating_initial_usd","sleeve_operating_final_usd","sleeve_operating_gain_usd","sleeve_total_distributions_usd","sleeve_trading_gain_share","sleeve_trading_return_pct","sleeve_operating_return_pct","sleeve_trading_volatility","sleeve_trading_step_volatility","sleeve_trading_sharpe_ratio","sleeve_trading_max_drawdown_pct","sleeve_mean_abs_exposure_dkk","sleeve_max_abs_exposure_dkk","tier_report_scope","tier_report_csv","tier_report_md"
"core","Tier1","tiers_tier1_baseline","8102","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_baseline\seed8102\evaluations_2025\tier1\tier_result_20260515_001354.csv","2026-05-15 00:13:54","completed_tier_result","tier1","completed","990942938.3885998","799999730.8006192","23.86790898003046","116.40188636497962","0.03746781606979655","0.0022906261582663185","75675432.70390713","915267505.6846926","14.408476708950424","14.568690601630193","-240.98053197411218","0.20001480505237224","125718628.36717127","65133028.002875805","0.6587243242123733","130.95690659278074","9.251850568594122","58789961.505826905","80.50429278601135","0.36590661978802297","batch_tier_phase_runs/tiers_tier1_baseline\seed8102\tier1_seed8102","batch_tier_phase_runs/tiers_tier1_baseline\seed8102\tier1_seed8102\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1","tiers_tier1_baseline","9005","False","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_baseline\seed9005\evaluations_2025\tier1\tier_result_20260515_052746.csv","2026-05-15 05:27:46","completed_but_not_in_paired_core_average","tier1","completed","957537616.356119","799999729.3024942","19.69224254500428","87.28578686881237","0.1149676649782837","0.0025289868201962846","42335987.9011035","915201628.4550155","14.400242266702246","19.133516882974813","-434.01354801372133","0.19947540832724334","92246219.65422228","65133028.002875805","0.5861396659819516","96.0898151388682","9.251850568594122","55925571.350897014","57.00047695793887","0.8396878002020101","batch_tier_phase_runs/tiers_tier1_baseline\seed9005\tier1_seed9005","batch_tier_phase_runs/tiers_tier1_baseline\seed9005\tier1_seed9005\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","7","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed7\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_165402.csv","2026-05-14 16:54:02","completed_tier_result","tier1","completed","1043063761.2132363","799999730.8006192","30.383014025437838","152.8878217990082","0.055045014285019365","0.0021926506643732773","127986869.29908931","915076891.914147","14.38464997961455","11.358838899685242","-248.2494275772201","0.19986209923465448","177900268.32556546","65133028.002875805","0.7319995696603917","185.31278239769028","9.251850568594122","48128950.46194817","111.27771016780227","0.3194032087438537","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed7\tier1_forecast_utilization_seed7","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed7\tier1_forecast_utilization_seed7\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","42","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed42\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_170431.csv","2026-05-14 17:04:31","completed_tier_result","tier1","completed","1045056172.2504873","799999729.3024942","30.63206573352888","151.82702546597062","0.055011079130852784","0.002224790824496979","129861075.76057243","915195096.4899149","14.399425770788387","11.249469730915992","34.134685710030226","0.19931743807018135","179894076.09931192","65133028.002875805","0.73418031347376","187.38966845205738","9.251850568594122","50061358.08164538","110.89685847357963","0.30830352448767245","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed42\tier1_forecast_utilization_seed42","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed42\tier1_forecast_utilization_seed42\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","123","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed123\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_171552.csv","2026-05-14 17:15:52","completed_tier_result","tier1","completed","975695492.4686055","799999729.3024942","21.961977827079693","190.98784137666314","0.03350106418910203","0.001287416340413421","60411145.892039895","915284346.5765656","14.410582035394693","16.64506013083609","-470.7351444971616","0.20365227966022154","110528707.24973562","65133028.002875805","0.6292133405763592","115.13407364525045","9.251850568594122","30414843.751884326","133.25076753052986","0.245039930354111","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed123\tier1_forecast_utilization_seed123","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed123\tier1_forecast_utilization_seed123\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","2025","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed2025\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_172648.csv","2026-05-14 17:26:48","completed_tier_result","tier1","completed","1052893187.0614433","799999729.3024942","31.61169291637669","153.32281966704718","0.05573769564915192","0.0022682945841712046","137841538.60089242","915051648.4605509","14.38149476105055","10.922418266202797","76.06277084151475","0.19938216264328884","187728857.26246324","65133028.002875805","0.7424165847117333","195.55089908505968","9.251850568594122","50952821.153993145","111.96208721869324","0.3295998730881212","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed2025\tier1_forecast_utilization_seed2025","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed2025\tier1_forecast_utilization_seed2025\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","3007","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed3007\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_173652.csv","2026-05-14 17:36:52","completed_tier_result","tier1","completed","1036650701.5155224","799999729.3024942","29.581381536136277","144.2627861407776","0.05327940435889883","0.0022665356795829234","121762224.62139702","914888476.8941253","14.361098308345754","11.584338938286075","-31.06209404453807","0.19926782502732962","171479197.49960232","65133028.002875805","0.7247267005559114","178.62416963711377","9.251850568594122","47502101.97944682","105.1204956768337","0.30686099156546853","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed3007\tier1_forecast_utilization_seed3007","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed3007\tier1_forecast_utilization_seed3007\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","5001","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed5001\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_174716.csv","2026-05-14 17:47:16","completed_tier_result","tier1","completed","1053583243.9811198","799999729.3024942","31.697950060523226","151.6613948123531","0.05690755879841641","0.0022989248186189135","138683739.9578905","914899504.0232292","14.362476699950166","10.86235404629573","44.880890003652894","0.1994934097336434","188417041.90330026","65133028.002875805","0.7431157166433525","196.26775810830543","9.251850568594122","53166761.68620893","110.92192470009267","0.32650089509867397","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed5001\tier1_forecast_utilization_seed5001","batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed5001\tier1_forecast_utilization_seed5001\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","7009","False","summary_only_attempt","summary_only_no_tier_result","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\tier1_forecast_utilization_only_seed_suite_summary.csv","2026-05-15 09:45:19","attempted_or_planned_run_without_completed_tier_result","tier1","completed","","","","161.47112901406638","","0.0018030665885938719","94083570.7065258","","","","2129.920714575449","0.20381237787845702","","","","","","","","","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed123\tier1_forecast_utilization_seed123","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed123\tier1_forecast_utilization_seed123\final_models","tier1_forecast_utilization_only","3","3","1","Tier 1 + conformal ANN forecast-cache utilization","tier1_forecast_utilization","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed7009\tier1_forecast_utilization_seed7009","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed7009\evaluations_2025\tier1_forecast_utilization","False","1","11644.447972774506","False","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed123\evaluations_2025\tier1_forecast_utilization\evaluation_tiers_20260513_025531.json","0.2615764108587899","7.862042867892133e-06","52596.0","0.02","3.7650450646076195e-07","0.0004237873012546014","799999729.3024942","1009260787.1814442","313.0772706173127","0.007965329363116976","-775.1906185430186","-0.019722442909121448","-701.4908394569054","-0.01784736902320075","3293.52490195806","0.08379404406457347","0.4899178503322807","0.13903519908724618","39305","2026-05-13 02:55:30","0.14397190768157575","0.012069611148017259","5.262800655548844e-05","13.27837677351202","0.0014580263901863176","799999729.3024942","915177216.4749184","True","1.0","0.5","2","tier1","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed123\evaluations_2025\tier1_forecast_utilization\tier1\env_logs","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed123\evaluations_2025\tier1_forecast_utilization\tier1\env_logs\tier1_debug_ep0.csv","799999997.0034599","1009234564.8205673","209234567.81710732","799999997.0034599","915150994.1140414","95999997.00374988","240101536.81798124","144101539.81423137","95999997.00374988","146017966.11145547","703999999.9997101","769133028.0025859","65133028.002875805","94083570.70652574","0.6887080911993043","150.1057753247665","9.251850568594122","0.0104972231103742","4.578748080613923e-05","114.91754596211851","0.2433553387373602","39251600.522692665","155754665.65916497","single_variant","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed123\evaluations_2025\tier1_forecast_utilization\tier_result_20260513_025531.csv","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed123\evaluations_2025\tier1_forecast_utilization\tier_result_20260513_025531.md"
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","789","False","summary_only_attempt","summary_only_no_tier_result","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\tier1_forecast_utilization_only_seed_suite_summary.csv","2026-05-15 09:45:19","attempted_or_planned_run_without_completed_tier_result","","","","","","","","","","","","","","","","","","","","","","","","","tier1_forecast_utilization_only","4","5","1","Tier 1 + conformal ANN forecast-cache utilization","tier1_forecast_utilization","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed789\tier1_forecast_utilization_seed789","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed789\evaluations_2025\tier1_forecast_utilization","False","1","12997.553741931915","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","8102","True","completed_evaluation","completed","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\seed8102\evaluations_2025\tier1_forecast_utilization\tier_result_20260515_002333.csv","2026-05-15 00:23:33","completed_tier_result","tier1","completed","1058287540.7670463","799999730.8006192","32.285987110013046","149.70804580190003","0.057324675827606336","0.0023687444397568064","143089342.59644902","915198198.1705973","14.399813266773286","10.689411446138283","-123.41844255361639","0.19993804267835358","193119554.51451117","65133028.002875805","0.7477933139410491","201.1662057585755","9.251850568594122","54563537.37039068","109.77106580112334","0.34291813245997643","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed8102\tier1_forecast_utilization_seed8102","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed8102\tier1_forecast_utilization_seed8102\final_models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"core","Tier1+Forecast","tiers_tier1_forecast_utilization","9005","False","summary_only_attempt","summary_only_no_tier_result","C:\Users\gepap\Desktop\Tier1\batch_tier_phase_runs\tiers_tier1_forecast_utilization\tier1_forecast_utilization_only_seed_suite_summary.csv","2026-05-15 09:45:19","attempted_or_planned_run_without_completed_tier_result","tier1","completed","","","","160.26043776318394","","0.0018412795602330701","96826876.9214344","","","","2230.753493163542","0.1992824971609359","","","","","","","","","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed5001\tier1_forecast_utilization_seed5001","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed5001\tier1_forecast_utilization_seed5001\final_models","tier1_forecast_utilization_only","2","4","1","Tier 1 + conformal ANN forecast-cache utilization","tier1_forecast_utilization","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed9005\tier1_forecast_utilization_seed9005","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed9005\evaluations_2025\tier1_forecast_utilization","False","1","33703.84389567375","False","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed5001\evaluations_2025\tier1_forecast_utilization\evaluation_tiers_20260514_022609.json","0.2652972527319222","8.028665677630523e-06","52596.0","0.02","3.7650450646076195e-07","0.0004672920620497862","799999729.3024942","1012237459.6727273","317.57966283988526","0.008079879476908415","-709.613177759917","-0.018054018006867244","-681.9110655952067","-0.01734921932566357","3304.6980736787805","0.08407831252203996","0.48982075597449903","0.13911443620155617","39305","2026-05-14 02:26:08","0.14426361562574974","0.012286356071888192","5.3573095269156086e-05","13.072116237018852","0.0016719028688474697","799999729.3024942","915410582.751293","True","1.0","0.5","2","tier1","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed5001\evaluations_2025\tier1_forecast_utilization\tier1\env_logs","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed5001\evaluations_2025\tier1_forecast_utilization\tier1\env_logs\tier1_debug_ep0.csv","799999997.0034599","1012206877.7414976","212206880.7380377","799999997.0034599","915380000.8200634","95999997.00374988","243073849.73891175","147073852.73516187","95999997.00374988","146246972.81747732","703999999.9997101","769133028.0025859","65133028.002875805","96826876.92143445","0.6930682559568822","153.2019347140365","9.251850568594122","0.010672639105065518","4.655262187302585e-05","114.57076312504596","0.25116758266644934","41527553.24398688","157047329.56559595","single_variant","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed5001\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_022609.csv","batch_tier_phase_runs/tiers_tier1_forecast_utilization\seed5001\evaluations_2025\tier1_forecast_utilization\tier_result_20260514_022609.md"
